cbsa,size,effectiveDate,geographicWageIndex,reclassifiedWageIndex,name
17420,,20181001,00.7276,00.7276,Cleveland TN
17460,,20181001,00.8829,00.8585,Cleveland-Elyria OH
17660,,20181001,00.9372,00.9372,Coeur d'Alene ID
17780,,20181001,00.8491,00.8491,College Station-Bryan TX
17820,,20181001,00.9417,00.9417,Colorado Springs CO
17860,,20181001,00.8239,00.8239,Columbia MO
17900,,20181001,00.8382,00.8223,Columbia SC
17980,,20181001,00.7932,00.7775,Columbus GA-AL
18020,,20181001,01.0104,01.0104,Columbus IN
18140,,20181001,00.9549,00.9256,Columbus OH
18580,,20181001,00.9170,00.8840,Corpus Christi TX
18700,,20181001,01.0861,01.0861,Corvallis OR
18880,,20181001,00.8539,00.7848,Crestview-Fort Walton Beach-Destin FL
19060,,20181001,00.8378,00.8378,Cumberland MD-WV
19124,,20181001,00.9736,00.9736,Dallas-Plano-Irving TX
19140,,20181001,00.8262,00.8262,Dalton GA
19180,,20181001,00.9431,00.9431,Danville IL
19300,,20181001,00.7138,00.7138,Daphne-Fairhope-Foley AL
19340,,20181001,00.9497,00.9194,Davenport-Moline-Rock Island IA-IL
19380,,20181001,00.8823,00.8823,Dayton OH
19460,,20181001,00.6846,00.6846,Decatur AL
19500,,20181001,00.8465,00.8465,Decatur IL
19660,,20181001,00.7816,00.7816,Deltona-Daytona Beach-Ormond Beach FL
19740,,20181001,01.0050,01.0050,Denver-Aurora-Lakewood CO
19780,,20181001,00.9200,00.9200,Des Moines-West Des Moines IA
19804,,20181001,00.9043,00.9043,Detroit-Dearborn-Livonia MI
20020,,20181001,00.6849,00.6849,Dothan AL
20100,,20181001,01.0088,00.9911,Dover DE
20220,,20181001,00.8726,00.8726,Dubuque IA
20260,,20181001,00.9910,00.9910,Duluth MN-WI
20500,,20181001,00.9847,00.9399,Durham-Chapel Hill NC
20524,,20181001,01.2211,01.2090,Dutchess County-Putnam County NY
20700,,20181001,00.9210,00.9210,East Stroudsburg PA
20740,,20181001,00.9683,00.9683,Eau Claire WI
20940,,20181001,00.9150,00.9150,El Centro CA
20994,,20181001,01.0425,01.0425,Elgin IL
21060,,20181001,00.8010,00.8010,Elizabethtown-Fort Knox KY
21140,,20181001,00.8675,00.8535,Elkhart-Goshen IN
21300,,20181001,00.8702,00.8702,Elmira NY
21340,,20181001,00.7819,00.7819,El Paso TX
21420,,20181001,00.8881,00.8425,Enid OK
21500,,20181001,00.7574,00.7574,Erie PA
21660,,20181001,01.1883,01.1760,Eugene OR
21780,,20181001,00.9089,00.8821,Evansville IN-KY
21820,,20181001,01.0829,01.0829,Fairbanks AK
22020,,20181001,00.7948,00.7948,Fargo ND-MN
22140,,20181001,00.9399,00.9399,Farmington NM
22180,,20181001,00.8239,00.8239,Fayetteville NC
22220,,20181001,00.8108,00.8000,Fayetteville-Springdale-Rogers AR-MO
22380,,20181001,01.1117,01.1117,Flagstaff AZ
22420,,20181001,01.1019,01.0072,Flint MI
22500,,20181001,00.7675,00.7675,Florence SC
22520,,20181001,00.6675,00.6675,Florence-Muscle Shoals AL
22540,,20181001,00.8823,00.8823,Fond du Lac WI
22660,,20181001,00.9716,00.9716,Fort Collins CO
22744,,20181001,00.9565,00.9431,Fort Lauderdale-Pompano Beach-Deerfield Beach FL
22900,,20181001,00.7648,00.7648,Fort Smith AR-OK
23060,,20181001,00.8566,00.8566,Fort Wayne IN
23104,,20181001,00.9592,00.9592,Fort Worth-Arlington TX
23420,,20181001,01.0618,01.0618,Fresno CA
23460,,20181001,00.6583,00.6583,Gadsden AL
23540,,20181001,00.9180,00.8943,Gainesville FL
23580,,20181001,00.8738,00.8738,Gainesville GA
23844,,20181001,00.9307,00.9307,Gary IN
23900,,20181001,01.0459,00.9585,Gettysburg PA
24020,,20181001,00.8673,00.8673,Glens Falls NY
24140,,20181001,00.8599,00.8599,Goldsboro NC
24220,,20181001,00.7366,00.7366,Grand Forks ND-MN
24260,,20181001,00.9656,00.9656,Grand Island NE
24300,,20181001,00.9602,00.9602,Grand Junction CO
24340,,20181001,00.8928,00.8928,Grand Rapids-Wyoming MI
24420,,20181001,00.9992,00.9992,Grants Pass OR
24500,,20181001,00.8165,00.8165,Great Falls MT
24540,,20181001,00.9149,00.9149,Greeley CO
24580,,20181001,00.9203,00.9081,Green Bay WI
24660,,20181001,00.8727,00.8727,Greensboro-High Point NC
24780,,20181001,00.9431,00.8963,Greenville NC
24860,,20181001,00.8889,00.8889,Greenville-Anderson-Mauldin SC
25020,,20181001,00.3353,00.3353,Guayama PR
25060,,20181001,00.7902,00.7902,Gulfport-Biloxi-Pascagoula MS
25180,,20181001,00.8873,00.8873,Hagerstown-Martinsburg MD-WV
25220,,20181001,00.8318,00.8318,Hammond LA
25260,,20181001,01.0732,01.0732,Hanford-Corcoran CA
25420,,20181001,00.9309,00.9309,Harrisburg-Carlisle PA
25500,,20181001,00.8813,00.8813,Harrisonburg VA
25540,,20181001,01.1016,01.1016,Hartford-West Hartford-East Hartford CT
25620,,20181001,00.7734,00.7734,Hattiesburg MS
25860,,20181001,00.8703,00.8703,Hickory-Lenoir-Morganton NC
25940,,20181001,00.7944,00.7944,Hilton Head Island-Bluffton-Beaufort SC
26140,,20181001,00.7964,00.7964,Homosassa Springs FL
26300,,20181001,00.8908,00.8716,Hot Springs AR
26380,,20181001,00.7375,00.7375,Houma-Thibodaux LA
26420,,20181001,00.9754,00.9754,Houston-The Woodlands-Sugar Land TX
26580,,20181001,00.8369,00.8250,Huntington-Ashland WV-KY-OH
26620,,20181001,00.8056,00.7902,Huntsville AL
26820,,20181001,00.8713,00.8713,Idaho Falls ID
26900,,20181001,01.0266,01.0125,Indianapolis-Carmel-Anderson IN
26980,,20181001,00.9886,00.9304,Iowa City IA
27060,,20181001,00.9034,00.8804,Ithaca NY
27100,,20181001,00.9847,00.9847,Jackson MI
27140,,20181001,00.8117,00.7766,Jackson MS
27180,,20181001,00.7586,00.7586,Jackson TN
27260,,20181001,00.9044,00.9044,Jacksonville FL
27340,,20181001,00.7931,00.7931,Jacksonville NC
27500,,20181001,00.9059,00.9059,Janesville-Beloit WI
27620,,20181001,00.8551,00.8551,Jefferson City MO
27740,,20181001,00.6971,00.6971,Johnson City TN
27780,,20181001,00.8069,00.8069,Johnstown PA
27860,,20181001,00.7797,00.7579,Jonesboro AR
27900,,20181001,00.7702,00.7702,Joplin MO
27980,,20181001,01.2202,01.2202,Kahului-Wailuku-Lahaina HI
28020,,20181001,01.0015,00.9560,Kalamazoo-Portage MI
28100,,20181001,00.8706,00.8706,Kankakee IL
28140,,20181001,00.9165,00.9165,Kansas City MO-KS
28420,,20181001,01.0427,01.0427,Kennewick-Richland WA
28660,,20181001,00.9701,00.9510,Killeen-Temple TX
28700,,20181001,00.6893,00.6893,Kingsport-Bristol-Bristol TN-VA
28740,,20181001,00.8926,00.8926,Kingston NY
28940,,20181001,00.7175,00.7175,Knoxville TN
29020,,20181001,00.9213,00.9213,Kokomo IN
29100,,20181001,00.9416,00.9416,La Crosse-Onalaska WI-MN
29180,,20181001,00.7818,00.7818,Lafayette LA
29200,,20181001,00.9608,00.9608,Lafayette-West Lafayette IN
29340,,20181001,00.7723,00.7516,Lake Charles LA
29404,,20181001,01.0427,01.0427,Lake County-Kenosha County IL-WI
29420,,20181001,00.9153,00.9153,Lake Havasu City-Kingman AZ
29460,,20181001,00.7877,00.7877,Lakeland-Winter Haven FL
29540,,20181001,00.9134,00.9134,Lancaster PA
29620,,20181001,01.0015,00.9708,Lansing-East Lansing MI
29700,,20181001,00.7883,00.7883,Laredo TX
29740,,20181001,00.8566,00.8566,Las Cruces NM
29820,,20181001,01.1690,01.1690,Las Vegas-Henderson-Paradise NV
29940,,20181001,00.8553,00.8553,Lawrence KS
30020,,20181001,00.7702,00.7702,Lawton OK
30140,,20181001,00.9437,00.9437,Lebanon PA
30300,,20181001,00.8257,00.8257,Lewiston ID-WA
30340,,20181001,00.8614,00.8614,Lewiston-Auburn ME
30460,,20181001,00.9022,00.8887,Lexington-Fayette KY
30620,,20181001,00.8713,00.8489,Lima OH
30700,,20181001,00.9638,00.9638,Lincoln NE
30780,,20181001,00.8114,00.8114,Little Rock-North Little Rock-Conway AR
30860,,20181001,00.8822,00.8822,Logan UT-ID
30980,,20181001,00.7673,00.7673,Longview TX
31020,,20181001,01.2095,01.2095,Longview WA
31084,,20181001,01.2827,01.2603,Los Angeles-Long Beach-Glendale CA
31140,,20181001,00.8770,00.8770,Louisville/Jefferson County KY-IN
31180,,20181001,00.8597,00.8597,Lubbock TX
31340,,20181001,00.8499,00.8361,Lynchburg VA
31420,,20181001,00.8929,00.8612,Macon-Bibb County GA
31460,,20181001,00.7877,00.7877,Madera CA
31540,,20181001,01.0694,01.0568,Madison WI
31700,,20181001,00.9854,00.9854,Manchester-Nashua NH
31740,,20181001,00.8649,00.8649,Manhattan KS
31860,,20181001,01.0456,01.0456,Mankato-North Mankato MN
31900,,20181001,00.8243,00.8243,Mansfield OH
32420,,20181001,00.3509,00.3509,Mayag?ez PR
32580,,20181001,00.8224,00.8224,McAllen-Edinburg-Mission TX
32780,,20181001,01.0731,01.0554,Medford OR
32820,,20181001,00.8713,00.8421,Memphis TN-MS-AR
32900,,20181001,01.3285,01.3285,Merced CA
33124,,20181001,00.9198,00.9198,Miami-Miami Beach-Kendall FL
33140,,20181001,00.9044,00.9044,Michigan City-La Porte IN
33220,,20181001,00.9302,00.9086,Midland MI
33260,,20181001,00.8918,00.8918,Midland TX
33340,,20181001,00.9734,00.9734,Milwaukee-Waukesha-West Allis WI
33460,,20181001,01.1038,01.0770,Minneapolis-St. Paul-Bloomington MN-WI
33540,,20181001,00.9135,00.8540,Missoula MT
33660,,20181001,00.7494,00.7494,Mobile AL
33700,,20181001,01.2395,01.2395,Modesto CA
33740,,20181001,00.7968,00.7842,Monroe LA
33780,,20181001,00.8423,00.8423,Monroe MI
33860,,20181001,00.7459,00.7459,Montgomery AL
33874,,20181001,00.9915,00.9915,Montgomery County-Bucks County-Chester County PA
34060,,20181001,00.8252,00.8252,Morgantown WV
34100,,20181001,00.6846,00.6846,Morristown TN
34580,,20181001,01.0229,01.0229,Mount Vernon-Anacortes WA
34620,,20181001,01.0098,00.9071,Muncie IN
34740,,20181001,00.9409,00.9099,Muskegon MI
34820,,20181001,00.8336,00.8336,Myrtle Beach-Conway-North Myrtle Beach SC-NC
34900,,20181001,01.5177,01.5177,Napa CA
34940,,20181001,00.8446,00.8446,Naples-Immokalee-Marco Island FL
34980,,20181001,00.8799,00.8577,Nashville-Davidson--Murfreesboro--Franklin TN
35004,,20181001,01.3348,01.3348,Nassau County-Suffolk County NY
35084,,20181001,01.1482,01.0956,Newark NJ-PA
35100,,20181001,00.8149,00.8149,New Bern NC
35300,,20181001,01.1785,01.1460,New Haven-Milford CT
35380,,20181001,00.8332,00.8213,New Orleans-Metairie LA
35614,,20181001,01.2853,01.2747,New York-Jersey City-White Plains NY-NJ
35660,,20181001,00.8198,00.8198,Niles-Benton Harbor MI
35840,,20181001,00.9550,00.8968,North Port-Sarasota-Bradenton FL
35980,,20181001,01.1953,01.1953,Norwich-New London CT
36084,,20181001,01.6900,01.6738,Oakland-Hayward-Berkeley CA
36100,,20181001,00.8469,00.8469,Ocala FL
36140,,20181001,01.1189,01.0590,Ocean City NJ
36220,,20181001,00.8969,00.8969,Odessa TX
36260,,20181001,00.9095,00.9095,Ogden-Clearfield UT
36420,,20181001,00.8909,00.8909,Oklahoma City OK
36500,,20181001,01.1415,01.1309,Olympia-Tumwater WA
36540,,20181001,00.9281,00.9281,Omaha-Council Bluffs NE-IA
36740,,20181001,00.8942,00.8734,Orlando-Kissimmee-Sanford FL
36780,,20181001,00.9314,00.9314,Oshkosh-Neenah WI
36980,,20181001,00.8698,00.8698,Owensboro KY
37100,,20181001,01.4349,01.4349,Oxnard-Thousand Oaks-Ventura CA
37340,,20181001,00.9151,00.9151,Palm Bay-Melbourne-Titusville FL
37460,,20181001,00.7870,00.7870,Panama City FL
37620,,20181001,00.7195,00.7195,Parkersburg-Vienna WV
37860,,20181001,00.8169,00.8030,Pensacola-Ferry Pass-Brent FL
37900,,20181001,00.9037,00.9037,Peoria IL
37964,,20181001,01.0871,01.0871,Philadelphia PA
38060,,20181001,00.9816,00.9554,Phoenix-Mesa-Scottsdale AZ
38220,,20181001,00.8397,00.8397,Pine Bluff AR
38300,,20181001,00.8411,00.8272,Pittsburgh PA
38340,,20181001,01.1193,01.0560,Pittsfield MA
38540,,20181001,00.8791,00.8791,Pocatello ID
38660,,20181001,00.3846,00.3846,Ponce PR
38860,,20181001,01.0364,00.9720,Portland-South Portland ME
38900,,20181001,01.1888,01.1786,Portland-Vancouver-Hillsboro OR-WA
38940,,20181001,00.8968,00.8968,Port St. Lucie FL
39140,,20181001,01.0467,00.9620,Prescott AZ
39300,,20181001,01.0445,01.0445,Providence-Warwick RI-MA
39340,,20181001,00.9255,00.9255,Provo-Orem UT
39380,,20181001,00.8063,00.8063,Pueblo CO
39460,,20181001,00.8407,00.8407,Punta Gorda FL
39540,,20181001,00.8934,00.8934,Racine WI
39580,,20181001,00.9413,00.8997,Raleigh NC
39660,,20181001,00.8240,00.8240,Rapid City SD
39740,,20181001,00.9785,00.9512,Reading PA
39820,,20181001,01.3950,01.3647,Redding CA
39900,,20181001,00.9102,00.9102,Reno NV
40060,,20181001,00.9065,00.9065,Richmond VA
40140,,20181001,01.1765,01.1765,Riverside-San Bernardino-Ontario CA
40220,,20181001,00.8411,00.8310,Roanoke VA
40340,,20181001,01.0691,01.0480,Rochester MN
40380,,20181001,00.8533,00.8533,Rochester NY
40420,,20181001,00.9839,00.9636,Rockford IL
40484,,20181001,00.9891,00.9891,Rockingham County-Strafford County NH
40580,,20181001,00.8586,00.8586,Rocky Mount NC
40660,,20181001,00.8781,00.8781,Rome GA
40900,,20181001,01.5862,01.5862,Sacramento--Roseville--Arden-Arcade CA
40980,,20181001,00.8969,00.8969,Saginaw MI
41060,,20181001,01.0054,01.0054,St. Cloud MN
41100,,20181001,00.9434,00.9434,St. George UT
41140,,20181001,00.9728,00.9728,St. Joseph MO-KS
41180,,20181001,00.9107,00.9107,St. Louis MO-IL
41420,,20181001,01.0746,01.0746,Salem OR
41500,,20181001,01.7986,01.7986,Salinas CA
41540,,20181001,00.9142,00.9142,Salisbury MD-DE
41620,,20181001,00.9693,00.9527,Salt Lake City UT
41660,,20181001,00.8076,00.8076,San Angelo TX
41700,,20181001,00.8538,00.8538,San Antonio-New Braunfels TX
41740,,20181001,01.2378,01.2378,San Diego-Carlsbad CA
41884,,20181001,01.7251,01.7251,San Francisco-Redwood City-South San Francisco CA
41900,,20181001,00.4232,00.4232,San Germ�n PR
41940,,20181001,01.7827,01.7827,San Jose-Sunnyvale-Santa Clara CA
41980,,20181001,00.4141,00.4141,San Juan-Carolina-Caguas PR
42020,,20181001,01.2805,01.2805,San Luis Obispo-Paso Robles-Arroyo Grande CA
42034,,20181001,01.7538,01.7282,San Rafael CA
42100,,20181001,01.9025,01.9025,Santa Cruz-Watsonville CA
42140,,20181001,01.1220,00.9269,Santa Fe NM
42200,,20181001,01.3666,01.3555,Santa Maria-Santa Barbara CA
42220,,20181001,01.6085,01.6085,Santa Rosa CA
42340,,20181001,00.7920,00.7920,Savannah GA
42540,,20181001,00.8541,00.8541,Scranton--Wilkes-Barre--Hazleton PA
42644,,20181001,01.1612,01.1493,Seattle-Bellevue-Everett WA
42680,,20181001,00.8573,00.8573,Sebastian-Vero Beach FL
42700,,20181001,00.7939,00.7939,Sebring FL
43100,,20181001,00.9348,00.9348,Sheboygan WI
43300,,20181001,00.7853,00.7853,Sherman-Denison TX
43340,,20181001,00.8441,00.8331,Shreveport-Bossier City LA
43420,,20181001,00.8671,00.8671,Sierra Vista-Douglas AZ
43524,,20181001,00.9638,00.9638,Silver Spring-Frederick-Rockville MD
43580,,20181001,00.8430,00.8430,Sioux City IA-NE-SD
43620,,20181001,00.8251,00.8251,Sioux Falls SD
43780,,20181001,00.8959,00.8959,South Bend-Mishawaka IN-MI
43900,,20181001,00.8406,00.8406,Spartanburg SC
44060,,20181001,01.1133,01.1133,Spokane-Spokane Valley WA
44100,,20181001,00.9016,00.9016,Springfield IL
44140,,20181001,01.0029,01.0029,Springfield MA
44180,,20181001,00.7943,00.7943,Springfield MO
44220,,20181001,00.8525,00.8525,Springfield OH
44300,,20181001,00.9936,00.9223,State College PA
44420,,20181001,00.9300,00.9300,Staunton-Waynesboro VA
44700,,20181001,01.4015,01.4015,Stockton-Lodi CA
44940,,20181001,00.6944,00.6944,Sumter SC
45060,,20181001,00.9977,00.9526,Syracuse NY
45104,,20181001,01.1687,01.1687,Tacoma-Lakewood WA
45220,,20181001,00.8437,00.7764,Tallahassee FL
45300,,20181001,00.8896,00.8787,Tampa-St. Petersburg-Clearwater FL
45460,,20181001,00.9063,00.8690,Terre Haute IN
45500,,20181001,00.8803,00.8803,Texarkana TX-AR
45540,,20181001,00.8043,00.8043,The Villages FL
45780,,20181001,00.8671,00.8540,Toledo OH
45820,,20181001,00.8972,00.8972,Topeka KS
45940,,20181001,01.0419,01.0419,Trenton NJ
46060,,20181001,00.8456,00.8456,Tucson AZ
46140,,20181001,00.8643,00.8643,Tulsa OK
46220,,20181001,00.8285,00.7768,Tuscaloosa AL
46300,,20181001,00.8820,00.8820,Twin Falls ID
46340,,20181001,00.8244,00.8244,Tyler TX
46520,,20181001,01.2501,01.2501,Urban Honolulu HI
46540,,20181001,00.8893,00.8893,Utica-Rome NY
46660,,20181001,00.7382,00.7382,Valdosta GA
46700,,20181001,01.6960,01.6960,Vallejo-Fairfield CA
47020,,20181001,00.8725,00.8725,Victoria TX
47220,,20181001,01.0665,01.0665,Vineland-Bridgeton NJ
47260,,20181001,00.8852,00.8852,Virginia Beach-Norfolk-Newport News VA-NC
47300,,20181001,00.9718,00.9718,Visalia-Porterville CA
47380,,20181001,00.8993,00.8993,Waco TX
47460,,20181001,01.0389,01.0389,Walla Walla WA
47580,,20181001,00.7601,00.7601,Warner Robins GA
47664,,20181001,00.9685,00.9534,Warren-Troy-Farmington Hills MI
47894,,20181001,00.9998,00.9998,Washington-Arlington-Alexandria DC-VA-MD-WV
47940,,20181001,00.8440,00.8440,Waterloo-Cedar Falls IA
48060,,20181001,00.9627,00.9627,Watertown-Fort Drum NY
48140,,20181001,00.9106,00.8723,Wausau WI
48260,,20181001,00.7677,00.7677,Weirton-Steubenville WV-OH
48300,,20181001,00.9703,00.9703,Wenatchee WA
48424,,20181001,00.8924,00.8924,West Palm Beach-Boca Raton-Delray Beach FL
48540,,20181001,00.6685,00.6685,Wheeling WV-OH
48620,,20181001,00.8407,00.8407,Wichita KS
48660,,20181001,00.8643,00.8643,Wichita Falls TX
48700,,20181001,00.8751,00.8751,Williamsport PA
48864,,20181001,01.1303,01.1111,Wilmington DE-MD-NJ
48900,,20181001,00.8802,00.8605,Wilmington NC
49020,,20181001,00.8886,00.8886,Winchester VA-WV
49180,,20181001,00.9158,00.9158,Winston-Salem NC
49340,,20181001,01.1752,01.1322,Worcester MA-CT
49420,,20181001,01.0182,01.0182,Yakima WA
49620,,20181001,00.9461,00.9461,York-Hanover PA
49660,,20181001,00.7846,00.7846,Youngstown-Warren-Boardman OH-PA
49700,,20181001,01.2019,01.2019,Yuba City CA
49740,,20181001,01.0088,01.0088,Yuma AZ
