apc,statusIndicator,effectiveDate,paymentRate,nationalCoinsurance,minimumCoinsurance
00886,K,20260101,205640.00,41128.00,41128.00
00887,K,20260101,000254.07,00050.82,00050.82
00888,K,20260101,000086.41,00017.29,00017.29
00889,G,20260101,000133.25,00026.66,00026.66
00890,K,20260101,005135.09,01027.02,01027.02
00891,K,20260101,000028.13,00005.63,00005.63
00892,G,20260101,000028.72,00005.75,00005.75
00893,G,20260101,000032.14,00006.43,00006.43
00894,G,20260101,000143.99,00028.80,00028.80
00895,G,20260101,000033.09,00006.62,00006.62
00896,K,20260101,000051.05,00010.22,00010.22
00897,G,20260101,257500.00,51500.00,51500.00
00898,G,20260101,000001.06,00000.22,00000.22
00900,K,20260101,000041.19,00008.24,00008.24
00901,K,20260101,000005.46,00001.10,00001.10
00902,K,20260101,000006.50,00001.30,00001.30
00903,K,20260101,001808.65,00361.73,00361.73
00904,K,20260101,000076.11,00015.23,00015.23
00905,K,20260101,000000.21,00000.05,00000.05
00907,K,20260101,000005.01,00001.01,00001.01
00909,G,20260101,000378.64,00075.73,00075.73
00911,K,20260101,000091.73,00018.35,00018.35
00912,K,20260101,000011.65,00002.33,00002.33
00913,G,20260101,000284.88,00056.98,00056.98
00914,K,20260101,000009.29,00001.86,00001.86
00915,G,20260101,000022.92,00004.59,00004.59
00916,G,20260101,000096.82,00019.37,00019.37
00917,G,20260101,000005.15,00001.03,00001.03
00918,G,20260101,000084.38,00016.88,00016.88
00919,K,20260101,000099.76,00019.96,00019.96
00920,K,20260101,000659.93,00131.99,00131.99
00925,K,20260101,000001.09,00000.22,00000.22
00927,K,20260101,000001.61,00000.33,00000.33
00928,K,20260101,000001.70,00000.34,00000.34
00929,K,20260101,000002.41,00000.49,00000.49
00931,K,20260101,000001.40,00000.28,00000.28
00932,K,20260101,000001.85,00000.37,00000.37
00943,K,20260101,000047.53,00009.51,00009.51
00944,K,20260101,000045.31,00009.07,00009.07
00946,K,20260101,000066.64,00013.33,00013.33
00948,K,20260101,000048.96,00009.80,00009.80
00961,K,20260101,000010.62,00002.13,00002.13
00963,K,20260101,000053.08,00010.62,00010.62
00964,K,20260101,000021.23,00004.25,00004.25
00965,K,20260101,000053.08,00010.62,00010.62
01064,K,20260101,000024.07,00004.82,00004.82
01138,K,20260101,000066.64,00013.33,00013.33
01139,K,20260101,000015.04,00003.01,00003.01
01142,K,20260101,045020.65,09004.13,09004.13
01150,K,20260101,000020.77,00004.16,00004.16
01168,K,20260101,000026.71,00005.35,00005.35
01178,K,20260101,000000.88,00000.18,00000.18
01203,K,20260101,000011.54,00002.31,00002.31
01207,K,20260101,000203.58,00040.72,00040.72
01213,K,20260101,000001.25,00000.25,00000.25
01214,K,20260101,000050.74,00010.15,00010.15
01232,K,20260101,000020.35,00004.07,00004.07
01235,K,20260101,001323.35,00264.67,00264.67
01237,K,20260101,000018.11,00003.63,00003.63
01238,K,20260101,000124.83,00024.97,00024.97
01253,G,20260101,000024.50,00004.90,00004.90
01263,K,20260101,000004.10,00000.83,00000.83
01268,K,20260101,000001.67,00000.34,00000.34
01274,K,20260101,006408.38,01281.68,01281.68
01281,K,20260101,000001.83,00000.37,00000.37
01289,K,20260101,000008.75,00001.76,00001.76
01295,K,20260101,003159.80,00631.96,00631.96
01296,K,20260101,000004.45,00000.89,00000.89
01297,K,20260101,000000.32,00000.07,00000.07
01311,K,20260101,000141.60,00028.33,00028.33
01312,K,20260101,000014.34,00002.87,00002.87
01327,K,20260101,000043.19,00008.64,00008.64
01340,K,20260101,000075.91,00015.19,00015.19
01352,K,20260101,000001.29,00000.26,00000.26
01353,K,20260101,000056.07,00011.22,00011.22
01413,K,20260101,000206.59,00041.32,00041.32
01415,K,20260101,000005.64,00001.13,00001.13
01416,K,20260101,000010.76,00002.16,00002.16
01417,K,20260101,000529.26,00105.86,00105.86
01420,K,20260101,000771.56,00154.32,00154.32
01421,K,20260101,000298.74,00059.75,00059.75
01426,K,20260101,000089.34,00017.87,00017.87
01431,K,20260101,004871.94,00974.39,00974.39
01441,K,20260101,000010.00,00002.00,00002.00
01446,K,20260101,000008.73,00001.75,00001.75
01458,K,20260101,000432.02,00086.41,00086.41
01464,K,20260101,000005.46,00001.10,00001.10
01467,K,20260101,000001.69,00000.34,00000.34
01468,K,20260101,000007.28,00001.46,00001.46
01469,K,20260101,000001.00,00000.20,00000.20
01471,K,20260101,000017.02,00003.41,00003.41
01474,K,20260101,000003.91,00000.79,00000.79
01475,K,20260101,000011.04,00002.21,00002.21
01476,K,20260101,000079.00,00015.80,00015.80
01478,K,20260101,000001.52,00000.31,00000.31
01480,K,20260101,000308.68,00061.74,00061.74
01482,K,20260101,000002.93,00000.59,00000.59
01485,K,20260101,000000.32,00000.07,00000.07
01486,K,20260101,000003.59,00000.72,00000.72
01488,K,20260101,000074.36,00014.88,00014.88
01489,K,20260101,000021.31,00004.27,00004.27
01490,K,20260101,000060.29,00012.06,00012.06
01491,S,20260101,000005.00,00001.00,00001.00
01492,S,20260101,000015.50,00003.10,00003.10
01493,S,20260101,000025.50,00005.10,00005.10
01494,S,20260101,000035.50,00007.10,00007.10
01495,S,20260101,000045.50,00009.10,00009.10
01496,T,20260101,000005.00,00001.00,00001.00
01497,T,20260101,000015.50,00003.10,00003.10
01498,T,20260101,000025.50,00005.10,00005.10
01499,T,20260101,000035.50,00007.10,00007.10
01500,T,20260101,000045.50,00009.10,00009.10
01502,S,20260101,000075.50,00015.10,00015.10
01503,S,20260101,000150.50,00030.10,00030.10
01504,S,20260101,000250.50,00050.10,00050.10
01505,S,20260101,000350.50,00070.10,00070.10
01506,S,20260101,000450.50,00090.10,00090.10
01507,S,20260101,000550.50,00110.10,00110.10
01508,S,20260101,000650.50,00130.10,00130.10
01509,S,20260101,000750.50,00150.10,00150.10
01510,S,20260101,000850.50,00170.10,00170.10
01511,S,20260101,000950.50,00190.10,00190.10
01512,S,20260101,001050.50,00210.10,00210.10
01513,S,20260101,001150.50,00230.10,00230.10
01514,S,20260101,001250.50,00250.10,00250.10
01515,S,20260101,001350.50,00270.10,00270.10
01516,S,20260101,001450.50,00290.10,00290.10
01517,S,20260101,001550.50,00310.10,00310.10
01518,S,20260101,001650.50,00330.10,00330.10
01519,S,20260101,001750.50,00350.10,00350.10
01520,S,20260101,001850.50,00370.10,00370.10
01521,S,20260101,001950.50,00390.10,00390.10
01522,S,20260101,002250.50,00450.10,00450.10
01523,S,20260101,002750.50,00550.10,00550.10
01524,S,20260101,003250.50,00650.10,00650.10
01525,S,20260101,003750.50,00750.10,00750.10
01526,S,20260101,004250.50,00850.10,00850.10
01527,S,20260101,004750.50,00950.10,00950.10
01528,S,20260101,005250.50,01050.10,01050.10
01529,S,20260101,005750.50,01150.10,01150.10
01530,S,20260101,006250.50,01250.10,01250.10
01531,S,20260101,006750.50,01350.10,01350.10
01532,S,20260101,007250.50,01450.10,01450.10
01533,S,20260101,007750.50,01550.10,01550.10
01534,S,20260101,008250.50,01650.10,01650.10
01535,S,20260101,008750.50,01750.10,01750.10
01536,S,20260101,009250.50,01850.10,01850.10
01537,S,20260101,009750.50,01950.10,01950.10
01539,T,20260101,000075.50,00015.10,00015.10
01540,T,20260101,000150.50,00030.10,00030.10
01541,T,20260101,000250.50,00050.10,00050.10
01542,T,20260101,000350.50,00070.10,00070.10
01543,T,20260101,000450.50,00090.10,00090.10
01544,T,20260101,000550.50,00110.10,00110.10
01545,T,20260101,000650.50,00130.10,00130.10
01546,T,20260101,000750.50,00150.10,00150.10
01547,T,20260101,000850.50,00170.10,00170.10
01548,T,20260101,000950.50,00190.10,00190.10
01549,T,20260101,001050.50,00210.10,00210.10
01550,T,20260101,001150.50,00230.10,00230.10
01551,T,20260101,001250.50,00250.10,00250.10
01552,T,20260101,001350.50,00270.10,00270.10
01553,T,20260101,001450.50,00290.10,00290.10
01554,T,20260101,001550.50,00310.10,00310.10
01555,T,20260101,001650.50,00330.10,00330.10
01556,T,20260101,001750.50,00350.10,00350.10
01557,T,20260101,001850.50,00370.10,00370.10
01558,T,20260101,001950.50,00390.10,00390.10
01559,T,20260101,002250.50,00450.10,00450.10
01560,T,20260101,002750.50,00550.10,00550.10
01561,T,20260101,003250.50,00650.10,00650.10
01562,T,20260101,003750.50,00750.10,00750.10
01563,T,20260101,004250.50,00850.10,00850.10
01564,T,20260101,004750.50,00950.10,00950.10
01565,T,20260101,005250.50,01050.10,01050.10
01566,T,20260101,005750.50,01150.10,01150.10
01567,T,20260101,006250.50,01250.10,01250.10
01568,T,20260101,006750.50,01350.10,01350.10
01569,T,20260101,007250.50,01450.10,01450.10
01570,T,20260101,007750.50,01550.10,01550.10
01571,T,20260101,008250.50,01650.10,01650.10
01572,T,20260101,008750.50,01750.10,01750.10
01573,T,20260101,009250.50,01850.10,01850.10
01574,T,20260101,009750.50,01950.10,01950.10
01575,S,20260101,012500.50,02500.10,02500.10
01576,S,20260101,017500.50,03500.10,03500.10
01577,S,20260101,022500.50,04500.10,04500.10
01578,S,20260101,027500.50,05500.10,05500.10
01579,S,20260101,035000.50,07000.10,07000.10
01580,S,20260101,045000.50,09000.10,09000.10
01581,S,20260101,055000.50,11000.10,11000.10
01582,S,20260101,065000.50,13000.10,13000.10
01583,S,20260101,075000.50,15000.10,15000.10
01584,S,20260101,085000.50,17000.10,17000.10
01585,S,20260101,095000.50,19000.10,19000.10
01589,T,20260101,012500.50,02500.10,02500.10
01590,T,20260101,017500.50,03500.10,03500.10
01591,T,20260101,022500.50,04500.10,04500.10
01592,T,20260101,027500.50,05500.10,05500.10
01593,T,20260101,035000.50,07000.10,07000.10
01594,T,20260101,045000.50,09000.10,09000.10
01595,T,20260101,055000.50,11000.10,11000.10
01596,T,20260101,065000.50,13000.10,13000.10
01597,T,20260101,075000.50,15000.10,15000.10
01598,T,20260101,085000.50,17000.10,17000.10
01599,T,20260101,095000.50,19000.10,19000.10
01609,K,20260101,000025.46,00005.10,00005.10
01613,K,20260101,000075.03,00015.01,00015.01
01630,K,20260101,000134.19,00026.84,00026.84
01643,K,20260101,056824.55,11364.91,11364.91
01656,K,20260101,000002.43,00000.49,00000.49
01658,K,20260101,000052.47,00010.50,00010.50
01660,K,20260101,000028.68,00005.74,00005.74
01662,K,20260101,000001.96,00000.40,00000.40
01664,K,20260101,001825.64,00365.13,00365.13
01670,K,20260101,000593.00,00118.61,00118.61
01675,K,20260101,000278.24,00055.65,00055.65
01683,K,20260101,004686.85,00937.38,00937.38
01685,K,20260101,000002.93,00000.59,00000.59
01686,K,20260101,000008.54,00001.71,00001.71
01687,K,20260101,005168.23,01033.65,01033.65
01688,K,20260101,000508.96,00101.80,00101.80
01689,K,20260101,000006.28,00001.26,00001.26
01690,K,20260101,000034.18,00006.84,00006.84
01694,K,20260101,000010.14,00002.03,00002.03
01696,K,20260101,000035.55,00007.12,00007.12
01700,K,20260101,000040.52,00008.11,00008.11
01701,K,20260101,000054.71,00010.95,00010.95
01704,K,20260101,000001.49,00000.30,00000.30
01705,K,20260101,000002.66,00000.54,00000.54
01710,K,20260101,000004.19,00000.84,00000.84
01712,K,20260101,000010.54,00002.11,00002.11
01744,K,20260101,000001.51,00000.31,00000.31
01745,K,20260101,000172.22,00034.45,00034.45
01746,K,20260101,000018.16,00003.64,00003.64
01747,K,20260101,000636.59,00127.32,00127.32
01748,K,20260101,000000.28,00000.06,00000.06
01761,K,20260101,000001.86,00000.38,00000.38
01809,K,20260101,002429.89,00485.98,00485.98
01822,K,20260101,000000.46,00000.10,00000.10
01823,K,20260101,000015.61,00003.13,00003.13
01824,K,20260101,000004.23,00000.85,00000.85
01825,K,20260101,000104.73,00020.95,00020.95
01826,K,20260101,000018.15,00003.64,00003.64
01827,K,20260101,000003.23,00000.65,00000.65
01829,K,20260101,000030.01,00006.01,00006.01
01831,K,20260101,000050.26,00010.06,00010.06
01832,K,20260101,000748.85,00149.77,00149.77
01844,K,20260101,000002.10,00000.42,00000.42
01846,K,20260101,000001.12,00000.23,00000.23
01847,K,20260101,000019.99,00004.00,00004.00
01848,K,20260101,000141.89,00028.38,00028.38
01850,K,20260101,000049.03,00009.81,00009.81
01851,K,20260101,000170.48,00034.10,00034.10
01853,K,20260101,000002.67,00000.54,00000.54
01854,K,20260101,000027.99,00005.60,00005.60
01856,K,20260101,000001.54,00000.31,00000.31
01857,K,20260101,000009.78,00001.96,00001.96
01859,K,20260101,000000.80,00000.16,00000.16
01861,K,20260101,000013.49,00002.70,00002.70
01862,K,20260101,000000.70,00000.14,00000.14
01901,S,20260101,107500.50,21500.10,21500.10
01902,T,20260101,107500.50,21500.10,21500.10
01903,S,20260101,122500.50,24500.10,24500.10
01904,T,20260101,122500.50,24500.10,24500.10
01905,S,20260101,137500.50,27500.10,27500.10
01906,T,20260101,137500.50,27500.10,27500.10
01907,S,20260101,152500.50,30500.10,30500.10
01908,T,20260101,152500.50,30500.10,30500.10
02041,H,20260101,000000.00,00000.00,00000.00
02042,H,20260101,000000.00,00000.00,00000.00
02043,H,20260101,000000.00,00000.00,00000.00
02044,H,20260101,000000.00,00000.00,00000.00
02045,H,20260101,000000.00,00000.00,00000.00
02046,H,20260101,000000.00,00000.00,00000.00
02047,H,20260101,000000.00,00000.00,00000.00
02048,H1,20260101,000000.00,00000.00,00000.00
02049,H,20260101,000000.00,00000.00,00000.00
02050,H,20260101,000000.00,00000.00,00000.00
02051,H,20260101,000000.00,00000.00,00000.00
02052,H,20260101,000000.00,00000.00,00000.00
02053,H,20260101,000000.00,00000.00,00000.00
02054,H,20260101,000000.00,00000.00,00000.00
02055,H,20260101,000000.00,00000.00,00000.00
02056,H1,20260101,000000.00,00000.00,00000.00
02057,H1,20260101,000000.00,00000.00,00000.00
02058,H1,20260101,000000.00,00000.00,00000.00
02059,H1,20260101,000000.00,00000.00,00000.00
02060,H1,20260101,000000.00,00000.00,00000.00
02062,G,20260101,000025.05,00005.01,00005.01
02064,G,20260101,000051.10,00010.22,00010.22
02065,G,20260101,000530.00,00106.00,00106.00
02066,G,20260101,000026.15,00005.23,00005.23
02068,G,20260101,000859.36,00171.88,00171.88
02069,K,20260101,000001.33,00000.27,00000.27
02070,K,20260101,000044.82,00008.97,00008.97
02071,K,20260101,000047.23,00009.45,00009.45
02072,K,20260101,000016.76,00003.36,00003.36
02073,K,20260101,000031.58,00006.32,00006.32
02074,H,20260101,000000.00,00000.00,00000.00
02075,G,20260101,000000.04,00000.00,00000.00
02076,G,20260101,000082.34,00016.47,00016.47
02077,H,20260101,000000.00,00000.00,00000.00
02078,H,20260101,000000.00,00000.00,00000.00
02079,H1,20260101,000000.00,00000.00,00000.00
02080,H1,20260101,000000.00,00000.00,00000.00
02081,H1,20260101,000000.00,00000.00,00000.00
02082,H1,20260101,000000.00,00000.00,00000.00
02083,H1,20260101,000000.00,00000.00,00000.00
02084,H1,20260101,000000.00,00000.00,00000.00
02085,H1,20260101,000000.00,00000.00,00000.00
02086,H,20260101,000000.00,00000.00,00000.00
02087,H,20260101,000000.00,00000.00,00000.00
02088,H,20260401,000000.00,00000.00,00000.00
02089,H,20260701,000000.00,00000.00,00000.00
02099,H,20260401,000000.00,00000.00,00000.00
02616,U,20260101,017771.01,03554.21,03554.21
02632,U,20260101,000396.32,00079.27,00079.27
02634,U,20260101,000174.06,00034.82,00034.82
02635,U,20260101,000106.75,00021.35,00021.35
02636,U,20260101,000089.40,00017.88,00017.88
02638,U,20260101,000035.26,00007.06,00007.06
02639,U,20260101,000036.64,00007.33,00007.33
02640,U,20260101,000088.26,00017.66,00017.66
02641,U,20260101,000064.48,00012.90,00012.90
02642,U,20260101,000119.11,00023.83,00023.83
02643,U,20260101,000099.80,00019.96,00019.96
02645,U,20260101,000513.57,00102.72,00102.72
02646,U,20260101,000357.49,00071.50,00071.50
02647,U,20260101,000908.70,00181.74,00181.74
02648,U,20260101,000004.69,00000.94,00000.94
02698,U,20260101,000035.26,00007.06,00007.06
02699,U,20260101,000036.64,00007.33,00007.33
02731,K,20260101,000078.80,00015.76,00015.76
04017,S,20260101,000079.49,00015.90,00015.90
04018,S,20260101,000317.64,00063.53,00063.53
04019,S,20260101,000391.46,00078.30,00078.30
05012,V,20260101,000136.02,00027.21,00027.21
05021,V,20260101,000086.15,00017.23,00017.23
05022,V,20260101,000156.87,00031.38,00031.38
05023,V,20260101,000278.89,00055.78,00055.78
05024,V,20260101,000426.30,00085.26,00085.26
05025,V,20260101,000608.43,00121.69,00121.69
05031,V,20260101,000075.94,00015.19,00015.19
05032,V,20260101,000094.90,00018.98,00018.98
05033,V,20260101,000175.61,00035.13,00035.13
05034,V,20260101,000270.03,00054.01,00054.01
05035,V,20260101,000419.62,00083.93,00083.93
05041,S,20260101,000843.92,00168.79,00168.79
05045,S,20260101,001361.78,00272.36,00272.36
05051,T,20260101,000204.98,00041.00,00041.00
05052,T,20260101,000415.32,00083.07,00083.07
05053,T,20260101,000755.08,00151.02,00151.02
05054,T,20260101,002107.97,00421.60,00421.60
05055,T,20260101,003620.48,00724.10,00724.10
05061,S,20260101,000140.59,00028.12,00028.12
05071,T,20260101,000723.47,00144.70,00144.70
05072,J1,20260101,001687.37,00337.48,00337.48
05073,J1,20260101,002967.63,00593.53,00593.53
05091,J1,20260101,004000.24,00800.05,00800.05
05092,J1,20260101,006783.99,01356.80,01356.80
05093,J1,20260101,008350.42,01670.09,01670.09
05094,J1,20260101,014079.44,02815.89,02815.89
05101,T,20260101,000166.02,00033.21,00033.21
05102,T,20260101,000285.75,00057.15,00057.15
05111,T,20260101,000252.01,00050.41,00050.41
05112,J1,20260101,001642.82,00328.57,00328.57
05113,J1,20260101,003342.87,00668.58,00668.58
05114,J1,20260101,007413.38,01482.68,01482.68
05115,J1,20260101,013116.76,02623.36,02623.36
05116,J1,20260101,017913.59,03582.72,03582.72
05117,J1,20260101,027721.73,05544.35,05544.35
05151,T,20260101,000203.93,00040.79,00040.79
05152,T,20260101,000399.59,00079.92,00079.92
05153,J1,20260101,001818.45,00363.69,00363.69
05154,J1,20260101,003809.10,00761.82,00761.82
05155,J1,20260101,007210.32,01442.07,01442.07
05161,T,20260101,000241.98,00048.40,00048.40
05162,T,20260101,000551.01,00110.21,00110.21
05163,J1,20260101,001585.19,00317.04,00317.04
05164,J1,20260101,003387.27,00677.46,00677.46
05165,J1,20260101,006048.05,01209.61,01209.61
05166,J1,20260101,033686.28,06942.79,06737.26
05181,T,20260101,000640.89,00128.18,00128.18
05182,J1,20260101,001608.25,00321.65,00321.65
05183,J1,20260101,003225.87,00645.18,00645.18
05184,J1,20260101,005685.01,01137.01,01137.01
05191,J1,20260101,003312.15,00863.75,00662.43
05192,J1,20260101,005814.84,01162.97,01162.97
05193,J1,20260101,011794.23,02358.85,02358.85
05194,J1,20260101,018728.69,03745.74,03745.74
05200,J1,20260101,029304.62,05860.93,05860.93
05211,J1,20260101,001243.91,00248.79,00248.79
05212,J1,20260101,007968.60,01593.72,01593.72
05213,J1,20260101,026703.99,05340.80,05340.80
05221,T,20260101,003817.90,00763.58,00763.58
05222,J1,20260101,008454.63,01690.93,01690.93
05223,J1,20260101,010678.38,02135.68,02135.68
05224,J1,20260101,019678.89,03935.78,03935.78
05231,J1,20260101,022725.36,04545.08,04545.08
05232,J1,20260101,032068.73,06413.75,06413.75
05241,S,20260101,000450.73,00090.15,00090.15
05242,S,20260101,001591.16,00318.24,00318.24
05243,S,20260101,004449.84,00889.97,00889.97
05244,J1,20260101,064263.52,12852.71,12852.71
05301,T,20260101,000926.63,00185.33,00185.33
05302,J1,20260101,001960.47,00392.10,00392.10
05303,J1,20260101,003938.98,00787.80,00787.80
05311,T,20260101,000950.10,00190.02,00190.02
05312,T,20260101,001222.56,00244.52,00244.52
05313,J1,20260101,002835.78,00567.16,00567.16
05331,J1,20260101,006202.39,01240.48,01240.48
05341,J1,20260101,003657.95,00731.59,00731.59
05342,J1,20260101,006614.04,01322.81,01322.81
05361,J1,20260101,006176.47,01235.30,01235.30
05362,J1,20260101,010860.07,02172.02,02172.02
05371,T,20260101,000255.26,00051.06,00051.06
05372,J1,20260101,000712.40,00142.48,00142.48
05373,J1,20260101,002135.66,00427.14,00427.14
05374,J1,20260101,003601.33,00720.27,00720.27
05375,J1,20260101,005477.93,01095.59,01095.59
05376,J1,20260101,009671.50,01934.30,01934.30
05377,J1,20260101,013479.22,02695.85,02695.85
05378,J1,20260101,021175.04,04235.01,04235.01
05401,S,20260101,000701.18,00140.24,00140.24
05411,T,20260101,000206.55,00041.31,00041.31
05412,T,20260101,000311.33,00062.27,00062.27
05413,T,20260101,000941.00,00188.20,00188.20
05414,J1,20260101,003307.24,00661.45,00661.45
05415,J1,20260101,005110.80,01022.16,01022.16
05416,J1,20260101,007576.05,01515.21,01515.21
05431,J1,20260101,001995.02,00399.01,00399.01
05432,J1,20260101,003490.14,00698.03,00698.03
05433,J1,20260101,008965.93,01793.19,01793.19
05441,T,20260101,000313.60,00062.72,00062.72
05442,T,20260101,000721.17,00144.24,00144.24
05443,T,20260101,000903.63,00180.73,00180.73
05461,J1,20260101,003571.83,00714.37,00714.37
05462,J1,20260101,006511.03,01302.21,01302.21
05463,J1,20260101,011384.04,02276.81,02276.81
05464,J1,20260101,019820.31,03964.07,03964.07
05465,J1,20260101,031526.06,06305.22,06305.22
05471,J1,20260101,018414.24,03682.85,03682.85
05481,T,20260101,000561.91,00112.39,00112.39
