diagnosticRelatedGroup,relativeWeight,arithmeticMeanLengthOfStay
195,0.5191,16.9
196,0.6431,19.4
197,0.5191,16.9
198,0.5191,16.9
199,0.5946,17.9
200,0.5946,17.9
201,0.5946,17.9
202,1.0691,26.0
203,0.5191,16.9
204,1.7606,36.6
205,0.9098,23.1
206,0.8438,23.5
207,1.8773,31.9
208,1.1400,22.1
215,1.9394,33.8
216,1.9394,33.8
217,1.9394,33.8
218,1.9394,33.8
219,1.9394,33.8
220,1.9394,33.8
221,1.9394,33.8
222,1.7606,36.6
223,1.7606,36.6
224,1.7606,36.6
225,1.7606,36.6
226,1.0691,26.0
227,1.0691,26.0
228,1.0691,26.0
229,1.0691,26.0
231,1.9394,33.8
232,1.9394,33.8
233,1.9394,33.8
234,1.9394,33.8
235,1.9394,33.8
236,1.9394,33.8
239,1.8864,39.8
240,1.7606,36.6
241,1.7606,36.6
242,1.7606,36.6
243,1.0691,26.0
244,1.0691,26.0
245,1.0691,26.0
246,1.7606,36.6
247,1.0691,26.0
248,1.7606,36.6
249,1.7606,36.6
250,1.7606,36.6
251,1.7606,36.6
252,1.9394,33.8
253,1.9394,33.8
254,1.9394,33.8
255,1.7606,36.6
256,1.7606,36.6
257,1.7606,36.6
258,1.0691,26.0
259,1.0691,26.0
260,1.7606,36.6
261,1.7606,36.6
262,1.7606,36.6
263,1.3518,32.1
264,1.3518,32.1
265,1.0691,26.0
266,1.3518,32.1
267,1.3518,32.1
268,0.6431,19.4
269,0.6431,19.4
270,1.7606,36.6
271,1.0691,26.0
272,1.0691,26.0
273,1.0691,26.0
274,1.0691,26.0
280,0.9020,23.4
281,0.5191,16.9
282,0.5191,16.9
283,0.8956,17.5
284,0.5191,16.9
285,0.5191,16.9
286,1.7606,36.6
287,1.0691,26.0
288,1.1432,25.5
289,0.7798,23.5
290,0.7798,23.5
291,0.8612,21.4
292,0.5876,18.0
293,0.5876,18.0
294,0.8438,23.5
295,0.8438,23.5
296,0.6431,19.4
297,0.5191,16.9
298,0.5191,16.9
299,0.8427,22.5
300,0.4918,18.6
301,0.4918,18.6
302,1.0125,24.8
303,0.8438,23.5
304,1.7606,36.6
305,1.0691,26.0
306,0.8370,22.5
307,0.5191,16.9
308,0.7023,19.7
309,0.7023,19.7
310,0.5191,16.9
311,0.5191,16.9
312,1.7606,36.6
313,0.5191,16.9
314,1.0641,24.7
315,0.6324,20.3
316,0.6324,20.3
319,1.7606,36.6
320,1.0691,26.0
326,1.7606,36.6
327,1.0691,26.0
328,0.5191,16.9
329,1.7606,36.6
330,1.7606,36.6
331,0.5191,16.9
332,0.6144,18.9
333,0.6144,18.9
334,0.5191,16.9
335,1.7606,36.6
336,0.6144,18.9
337,0.5191,16.9
338,0.9480,23.3
339,0.6144,18.9
340,0.5191,16.9
341,0.8438,23.5
342,0.8438,23.5
343,0.8438,23.5
344,0.8438,23.5
345,0.6144,18.9
346,0.5191,16.9
347,0.6144,18.9
348,0.6144,18.9
349,0.5191,16.9
350,0.9480,23.3
351,0.6144,18.9
352,0.5191,16.9
353,1.0691,26.0
354,0.6144,18.9
355,0.5191,16.9
356,1.6106,35.2
357,0.8438,23.5
358,0.8438,23.5
368,1.0691,26.0
369,0.5191,16.9
370,0.5191,16.9
371,0.9480,23.3
372,0.6144,18.9
373,0.5191,16.9
374,1.0691,26.0
375,0.6431,19.4
376,0.6431,19.4
377,0.8249,20.2
378,0.6431,19.4
379,0.6431,19.4
380,1.0120,27.5
381,1.0120,27.5
382,1.0120,27.5
383,0.5191,16.9
384,0.5191,16.9
385,0.9174,23.2
386,0.9174,23.2
387,0.9174,23.2
388,0.9440,22.8
389,0.6986,20.6
390,0.6986,20.6
391,0.8600,22.7
392,0.6401,19.5
393,1.1206,26.7
394,0.8384,22.5
395,0.8384,22.5
405,1.7606,36.6
406,0.6431,19.4
407,0.6431,19.4
408,0.8438,23.5
409,0.6431,19.4
410,0.6431,19.4
411,0.8249,20.2
412,0.6431,19.4
413,0.6431,19.4
414,0.6431,19.4
415,0.6431,19.4
416,0.6431,19.4
417,1.7606,36.6
418,0.5191,16.9
419,0.5191,16.9
420,1.0691,26.0
421,1.0691,26.0
422,1.0691,26.0
423,1.7606,36.6
424,0.5191,16.9
425,0.5191,16.9
432,0.8317,20.9
433,0.8317,20.9
434,0.8317,20.9
435,0.8438,23.5
436,0.5191,16.9
437,0.5191,16.9
438,1.1170,25.3
439,0.8438,23.5
440,0.5191,16.9
441,0.8507,21.7
442,0.6431,19.4
443,0.5191,16.9
444,0.8141,22.3
445,0.6186,20.2
446,0.5191,16.9
453,1.7606,36.6
454,0.8857,24.8
455,0.8857,24.8
456,1.0132,24.5
457,0.8857,24.8
458,0.8857,24.8
459,1.0132,24.5
460,0.8857,24.8
461,1.0132,24.5
462,0.8857,24.8
463,1.5578,37.7
464,1.1763,33.2
465,0.6431,19.4
466,1.7606,36.6
467,1.6627,40.4
468,1.6627,40.4
469,1.6627,40.4
470,1.6627,40.4
471,0.8857,24.8
472,0.8857,24.8
473,0.8857,24.8
474,1.6627,40.4
475,1.6627,40.4
476,0.8438,23.5
477,1.7606,36.6
478,0.8438,23.5
479,0.8438,23.5
480,1.7606,36.6
481,1.7606,36.6
482,1.7606,36.6
483,0.6431,19.4
485,1.0691,26.0
486,1.0691,26.0
487,1.0691,26.0
488,1.7606,36.6
489,1.7606,36.6
492,1.7606,36.6
493,0.8438,23.5
494,0.8438,23.5
495,1.7606,36.6
496,0.8438,23.5
497,0.8438,23.5
498,1.7606,36.6
499,1.7606,36.6
500,1.2704,34.3
501,1.2704,34.3
502,0.5191,16.9
503,1.0691,26.0
504,1.0691,26.0
505,1.0691,26.0
506,0.5191,16.9
507,0.5191,16.9
508,0.5191,16.9
509,0.5191,16.9
510,0.6431,19.4
511,0.6431,19.4
512,0.6431,19.4
513,0.8438,23.5
514,0.8438,23.5
515,1.4221,31.7
516,0.6431,19.4
517,0.6431,19.4
518,1.7606,36.6
519,0.8857,24.8
520,0.8857,24.8
521,0.8857,24.8
522,0.8857,24.8
533,1.0691,26.0
534,1.0691,26.0
535,1.0691,26.0
536,0.5191,16.9
537,1.0691,26.0
538,0.5191,16.9
539,1.0861,29.2
540,0.8532,26.7
541,0.6431,19.4
542,1.0691,26.0
543,0.5191,16.9
544,0.5191,16.9
545,1.0691,26.0
546,0.5191,16.9
547,0.5191,16.9
548,1.0020,25.1
549,0.7238,23.3
550,0.6431,19.4
551,1.1540,27.7
552,0.6431,19.4
553,1.7606,36.6
554,0.8438,23.5
555,1.0691,26.0
556,0.6431,19.4
557,1.0123,26.0
558,0.8243,25.7
559,0.9101,24.5
560,0.7550,24.0
561,0.6431,19.4
562,1.0691,26.0
563,1.0691,26.0
564,1.0132,24.5
565,0.8857,24.8
566,0.8857,24.8
570,1.4170,33.6
571,1.0592,30.8
572,0.8438,23.5
573,1.8260,46.0
574,1.7606,36.6
575,1.0691,26.0
576,1.7606,36.6
577,0.8438,23.5
578,0.8438,23.5
579,1.3893,33.0
580,1.1845,30.9
581,0.5191,16.9
582,1.7606,36.6
583,1.0592,30.8
584,1.0691,26.0
585,1.0592,30.8
592,0.9656,26.7
593,0.7201,23.8
594,0.7201,23.8
595,0.8438,23.5
596,0.5191,16.9
597,0.6431,19.4
598,0.6431,19.4
599,0.6431,19.4
600,0.8438,23.5
601,0.5191,16.9
602,0.7661,21.2
603,0.5545,18.1
604,0.7794,24.1
605,0.6431,19.4
606,1.0206,24.2
607,0.8438,23.5
614,0.8438,23.5
615,0.8438,23.5
616,1.6769,38.0
617,1.3160,36.4
618,1.3160,36.4
619,0.8438,23.5
620,0.8438,23.5
621,0.8438,23.5
622,1.3659,34.1
623,1.0381,29.0
624,0.8438,23.5
625,1.3622,32.1
626,1.0691,26.0
627,0.8384,22.5
628,1.3622,32.1
629,1.0691,26.0
630,0.8384,22.5
637,0.9947,25.5
638,0.8167,22.7
639,0.5191,16.9
640,0.9171,23.0
641,0.6517,19.1
642,1.0691,26.0
643,0.8438,23.5
644,0.6431,19.4
645,0.6431,19.4
653,0.8438,23.5
654,0.8438,23.5
655,0.8438,23.5
656,1.0691,26.0
657,1.0691,26.0
658,1.0691,26.0
659,1.7606,36.6
660,0.8438,23.5
661,0.8438,23.5
662,1.0691,26.0
663,1.0691,26.0
664,1.0691,26.0
665,0.6431,19.4
666,0.6431,19.4
667,0.6431,19.4
668,1.7606,36.6
669,1.0691,26.0
670,1.0691,26.0
671,0.6431,19.4
672,0.6431,19.4
673,1.4259,31.0
674,1.0567,24.9
675,0.6431,19.4
682,0.9077,22.6
683,0.7282,20.7
684,0.6431,19.4
686,1.0691,26.0
687,0.5191,16.9
688,0.5191,16.9
689,0.7271,20.3
690,0.5391,17.7
693,0.5191,16.9
694,0.5191,16.9
695,0.5191,16.9
696,0.5191,16.9
697,0.8836,22.9
698,0.8836,22.9
699,0.5691,18.5
700,0.5691,18.5
707,0.8438,23.5
708,0.8438,23.5
709,1.7606,36.6
710,0.5691,18.5
711,1.7606,36.6
712,0.6431,19.4
713,1.7606,36.6
714,1.7606,36.6
715,0.6431,19.4
716,0.6431,19.4
717,1.7606,36.6
718,0.6431,19.4
722,0.5191,16.9
723,0.5191,16.9
724,0.5191,16.9
725,0.5191,16.9
726,0.5191,16.9
727,0.7665,22.2
728,0.6067,20.8
729,0.8438,23.5
730,0.6431,19.4
734,0.8438,23.5
735,0.8438,23.5
736,0.8438,23.5
737,0.8438,23.5
738,0.8438,23.5
739,1.3622,32.1
740,1.0691,26.0
741,0.5191,16.9
742,0.8438,23.5
743,0.8438,23.5
744,1.0691,26.0
745,1.0691,26.0
746,0.8438,23.5
747,0.8438,23.5
748,0.8438,23.5
749,0.8438,23.5
750,0.8438,23.5
754,1.0691,26.0
755,1.0691,26.0
756,1.0691,26.0
757,0.8252,24.8
758,0.6431,19.4
759,0.6431,19.4
760,0.6431,19.4
761,0.6431,19.4
768,0.6431,19.4
769,0.6431,19.4
770,0.6431,19.4
776,0.6431,19.4
779,0.6431,19.4
783,1.0691,26.0
784,1.0691,26.0
785,1.0691,26.0
786,1.0691,26.0
787,1.0691,26.0
788,1.0691,26.0
789,0.6431,19.4
790,0.6431,19.4
791,0.6431,19.4
792,0.6431,19.4
793,0.6431,19.4
794,0.6431,19.4
795,0.6431,19.4
796,0.6431,19.4
797,0.6431,19.4
798,0.6431,19.4
799,1.6106,35.2
800,0.8438,23.5
801,0.8438,23.5
802,1.0691,26.0
803,1.0691,26.0
804,1.0691,26.0
805,1.0691,26.0
806,1.0691,26.0
807,1.0691,26.0
808,1.0691,26.0
809,0.5191,16.9
810,0.5191,16.9
811,0.8195,23.5
812,0.5191,16.9
813,0.6431,19.4
814,0.8438,23.5
815,0.8438,23.5
816,0.8438,23.5
817,0.6431,19.4
818,0.6431,19.4
819,0.6431,19.4
820,1.0691,26.0
821,1.0691,26.0
822,1.0691,26.0
823,1.0691,26.0
824,1.0691,26.0
825,1.0691,26.0
826,1.0691,26.0
827,1.0691,26.0
828,1.0691,26.0
829,1.0691,26.0
830,1.0691,26.0
831,0.6431,19.4
832,0.6431,19.4
833,0.6431,19.4
834,0.8438,23.5
835,0.8438,23.5
836,0.5191,16.9
837,0.5191,16.9
838,0.5191,16.9
839,0.5191,16.9
840,0.9270,22.1
841,0.6431,19.4
842,0.6431,19.4
843,0.8438,23.5
844,0.8438,23.5
845,0.8438,23.5
846,1.0691,26.0
847,1.0691,26.0
848,1.0691,26.0
849,1.0691,26.0
853,1.7227,36.6
854,0.8438,23.5
855,0.5191,16.9
856,1.4258,33.8
857,1.2487,31.9
858,0.5191,16.9
862,1.0875,25.9
863,0.7282,21.6
864,1.0691,26.0
865,1.1184,23.5
866,0.5191,16.9
867,1.1453,24.8
868,0.6431,19.4
869,0.6431,19.4
870,1.9452,29.4
871,0.9290,22.6
872,0.5851,18.4
876,0.7881,22.9
880,0.4959,17.7
881,0.6214,20.3
882,0.6214,20.3
883,0.6214,20.3
884,0.5152,24.5
885,0.4901,23.1
886,0.4959,17.7
887,0.4959,17.7
894,0.4959,17.7
895,0.4670,25.4
896,0.7881,22.9
897,0.6214,20.3
901,1.4269,33.0
902,0.9522,29.3
903,0.9522,29.3
904,1.7606,36.6
905,0.6431,19.4
906,0.5191,16.9
907,1.5108,33.3
908,0.8438,23.5
909,0.8438,23.5
913,0.8438,23.5
914,0.8438,23.5
915,1.0691,26.0
916,1.0691,26.0
917,1.0691,26.0
918,1.0691,26.0
919,1.1628,28.1
920,0.8410,23.9
921,0.6431,19.4
922,0.8438,23.5
923,0.8438,23.5
927,1.7606,36.6
928,1.7606,36.6
929,1.7606,36.6
933,0.8438,23.5
934,0.6431,19.4
935,0.8438,23.5
939,1.3077,32.9
940,0.9486,29.3
941,0.9486,29.3
945,0.6621,20.5
946,0.4063,16.3
947,0.7768,20.1
948,0.6431,19.4
949,0.7550,21.7
950,0.4201,15.1
951,0.4201,15.1
955,1.0691,26.0
956,1.0691,26.0
957,1.0691,26.0
958,1.0691,26.0
959,1.0691,26.0
963,1.0691,26.0
964,0.5191,16.9
965,0.5191,16.9
969,1.7606,36.6
970,1.7606,36.6
974,1.1772,23.2
975,1.0691,26.0
976,1.0691,26.0
977,1.0691,26.0
981,2.2674,40.7
982,1.2929,30.5
983,1.2929,30.5
987,1.9761,39.3
988,1.0691,26.0
989,0.6431,19.4
