diagnosticRelatedGroup,relativeWeight,arithmeticMeanLengthOfStay
458,0.7030,19.3
461,0.8771,24.0
462,0.7030,19.3
463,1.2611,32.2
464,0.9537,27.5
465,0.9156,27.5
466,1.2623,31.8
467,0.4780,15.4
468,0.4780,15.4
469,1.2623,31.8
470,0.6815,20.9
471,0.7030,19.3
472,0.7030,19.3
473,0.7030,19.3
474,1.2623,31.8
475,0.6815,20.9
476,0.6815,20.9
477,1.2623,31.8
478,0.8771,24.0
479,0.8771,24.0
480,0.6815,20.9
481,0.6815,20.9
482,0.6815,20.9
483,1.2623,31.8
485,1.2623,31.8
486,0.4780,15.4
487,0.4780,15.4
488,0.9445,25.2
489,0.6756,23.5
492,1.2623,31.8
493,1.2623,31.8
494,0.4780,15.4
495,1.2623,31.8
496,0.6815,20.9
497,0.4780,15.4
498,1.2623,31.8
499,1.2623,31.8
500,1.2317,31.8
501,0.9445,25.2
502,0.8771,24.0
503,0.6387,19.1
504,0.6387,19.1
505,0.6387,19.1
506,0.4780,15.4
507,0.6387,19.1
508,0.4780,15.4
509,0.6387,19.1
510,0.7030,19.3
511,0.6387,19.1
512,0.4780,15.4
513,0.4780,15.4
514,0.4780,15.4
515,1.1990,34.1
516,0.4780,15.4
517,0.4780,15.4
518,1.2623,31.8
519,1.2623,31.8
520,0.7254,20.6
521,0.7030,19.3
522,0.6387,19.1
533,0.7254,20.6
534,0.7254,20.6
535,0.6387,19.1
536,0.4780,15.4
537,0.6387,19.1
538,0.4780,15.4
539,0.9693,28.0
540,0.7113,23.5
541,0.6756,23.5
542,0.6387,19.1
543,0.6387,19.1
544,0.4780,15.4
545,0.9445,25.2
546,0.6387,19.1
547,0.6141,20.6
548,0.8514,24.8
549,0.6815,20.9
550,0.6387,19.1
551,1.3059,25.3
552,0.6815,20.9
553,0.6815,20.9
554,0.4780,15.4
555,0.6387,19.1
556,0.6387,19.1
557,0.9055,25.8
558,0.7011,22.3
559,0.8060,22.9
560,0.6284,20.6
561,0.6141,20.6
562,1.2623,31.8
563,0.6141,20.6
564,0.8771,24.0
565,0.7030,19.3
566,0.7030,19.3
570,1.1773,29.5
571,0.8539,25.3
572,0.8539,25.3
573,1.3905,39.2
574,0.9445,25.2
575,0.9445,25.2
576,0.9445,25.2
577,0.9445,25.2
578,0.9445,25.2
579,1.3565,31.1
580,1.1148,30.5
581,1.1148,30.5
582,1.3565,31.1
583,1.1148,30.5
584,0.8539,25.3
585,0.4780,15.4
592,0.8800,24.1
593,0.7014,22.8
594,0.4780,15.4
595,0.6815,20.9
596,0.6387,19.1
597,0.6815,20.9
598,0.6815,20.9
599,0.6387,19.1
600,0.6387,19.1
601,0.6387,19.1
602,0.7197,20.6
603,0.4815,16.9
604,0.9445,25.2
605,0.6815,20.9
606,0.9445,25.2
607,0.6387,19.1
614,0.9445,25.2
615,0.9445,25.2
616,0.9445,25.2
617,0.9445,25.2
618,0.6815,20.9
619,1.3076,31.6
620,0.9487,26.2
621,0.6815,20.9
622,1.3076,31.6
623,0.9487,26.2
624,0.6815,20.9
625,0.9445,25.2
626,0.6815,20.9
627,0.6815,20.9
628,0.9445,25.2
629,0.6815,20.9
630,0.6815,20.9
637,0.8842,23.7
638,0.7037,22.6
639,0.6387,19.1
640,0.9784,23.6
641,0.6149,18.8
642,0.4780,15.4
643,1.2623,31.8
644,0.6387,19.1
645,0.6387,19.1
650,0.0000,00.0
651,0.0000,00.0
652,0.0000,00.0
653,1.1971,28.2
654,1.0465,27.3
655,0.9445,25.2
656,0.9445,25.2
657,0.9445,25.2
658,0.9445,25.2
659,0.9445,25.2
660,0.9445,25.2
661,0.9445,25.2
662,0.9445,25.2
663,0.9445,25.2
664,0.9445,25.2
665,1.1971,28.2
666,1.0465,27.3
667,0.9445,25.2
668,0.9445,25.2
669,0.9445,25.2
670,0.9445,25.2
671,0.9445,25.2
672,0.9445,25.2
673,1.1971,28.2
674,1.0465,27.3
675,1.0465,27.3
682,0.8727,22.4
683,0.6053,18.0
684,0.4780,15.4
686,0.4780,15.4
687,0.4780,15.4
688,0.4780,15.4
689,0.6318,19.5
690,0.4700,15.4
693,1.2623,31.8
694,0.6815,20.9
695,0.6387,19.1
696,0.6387,19.1
697,0.6387,19.1
698,0.8854,21.8
699,0.6190,19.1
700,0.4780,15.4
707,0.9445,25.2
708,0.6387,19.1
709,0.9445,25.2
710,0.6387,19.1
711,0.9445,25.2
712,0.6387,19.1
713,0.9445,25.2
714,0.6387,19.1
715,0.9445,25.2
716,0.6387,19.1
717,0.9445,25.2
718,0.6387,19.1
722,0.8076,22.7
723,0.6815,20.9
724,0.6571,21.8
725,0.4780,15.4
726,0.4780,15.4
727,0.8076,22.7
728,0.6571,21.8
729,0.6387,19.1
730,0.6387,19.1
734,1.2623,31.8
735,1.2623,31.8
736,1.2623,31.8
737,1.2623,31.8
738,1.2623,31.8
739,1.2623,31.8
740,1.2623,31.8
741,1.2623,31.8
742,1.2623,31.8
743,1.2623,31.8
744,1.2623,31.8
745,1.2623,31.8
746,1.2623,31.8
747,1.2623,31.8
748,1.2623,31.8
749,1.2623,31.8
750,1.2623,31.8
754,1.2623,31.8
755,1.2623,31.8
756,0.6815,20.9
757,0.9303,20.9
758,0.6815,20.9
759,0.6815,20.9
760,0.9303,20.9
761,0.6815,20.9
768,0.6815,20.9
769,0.9303,20.9
770,0.9303,20.9
776,0.6815,20.9
779,0.6815,20.9
783,1.2623,31.8
784,1.2623,31.8
785,0.6387,19.1
786,1.2623,31.8
787,1.2623,31.8
788,0.6387,19.1
789,0.6815,20.9
790,0.9303,20.9
791,0.9303,20.9
792,0.6815,20.9
793,0.9303,20.9
794,0.6815,20.9
795,0.4780,15.4
796,0.9303,20.9
797,0.6815,20.9
798,0.6815,20.9
799,1.3958,30.3
800,0.6815,20.9
801,0.4780,15.4
802,0.4780,15.4
803,0.4780,15.4
804,0.4780,15.4
805,0.9303,20.9
806,0.6815,20.9
807,0.4780,15.4
808,1.2623,31.8
809,0.6387,19.1
810,0.6387,19.1
811,0.9303,21.3
812,0.6387,19.1
813,0.6815,20.9
814,0.6815,20.9
815,0.6815,20.9
816,0.6815,20.9
817,1.2623,31.8
818,0.9445,25.2
819,0.4780,15.4
820,1.2623,31.8
821,1.2623,31.8
822,1.2574,30.1
823,1.2623,31.8
824,1.2623,31.8
825,0.6387,19.1
826,1.2623,31.8
827,1.2623,31.8
828,1.2574,30.1
829,1.2623,31.8
830,0.6387,19.1
831,0.9303,20.9
832,0.6815,20.9
833,0.4780,15.4
834,0.6815,20.9
835,0.4780,15.4
836,0.4780,15.4
837,0.6815,20.9
838,0.4780,15.4
839,0.4780,15.4
840,0.6815,20.9
841,0.4780,15.4
842,0.4780,15.4
843,1.2623,31.8
844,0.4780,15.4
845,0.4780,15.4
846,0.6815,20.9
847,0.4780,15.4
848,0.4780,15.4
849,0.6815,20.9
850,1.2623,31.8
853,1.5162,32.7
854,0.9445,25.2
855,0.6387,19.1
856,1.3476,33.5
857,1.2623,31.8
858,0.6387,19.1
862,0.9214,25.0
863,0.6215,22.2
864,0.6815,20.9
865,0.6815,20.9
866,0.6815,20.9
867,0.9164,20.6
868,0.6815,20.9
869,0.6815,20.9
870,2.0721,29.4
871,0.8489,21.5
872,0.5688,17.2
876,0.0000,00.0
880,0.0000,00.0
881,0.0000,00.0
882,0.0000,00.0
883,0.0000,00.0
884,0.0000,00.0
885,0.0000,00.0
886,0.0000,00.0
887,0.0000,00.0
894,0.0000,00.0
895,0.0000,00.0
896,0.0000,00.0
897,0.0000,00.0
901,1.2831,31.2
902,0.9445,25.2
903,0.9445,25.2
904,0.9445,25.2
905,0.9445,25.2
906,0.4780,15.4
907,1.2574,30.1
908,1.2574,30.1
909,0.4780,15.4
913,0.6387,19.1
914,0.4780,15.4
915,0.6387,19.1
916,0.6387,19.1
917,1.2623,31.8
918,1.2623,31.8
919,1.0724,26.4
920,0.6872,21.5
921,0.6815,20.9
922,0.9445,25.2
923,0.6387,19.1
927,0.9445,25.2
928,0.9445,25.2
929,0.9445,25.2
933,0.6387,19.1
934,0.9445,25.2
935,0.4780,15.4
939,1.1854,30.8
940,0.9445,25.2
941,0.9445,25.2
945,0.0000,00.0
946,0.0000,00.0
947,0.6387,19.1
948,0.4780,15.4
949,0.6956,20.6
950,0.4780,15.4
951,0.4780,15.4
955,1.2574,30.1
956,1.2574,30.1
957,1.2574,30.1
958,1.2574,30.1
959,0.4780,15.4
963,1.2623,31.8
964,0.6387,19.1
965,0.6387,19.1
969,1.2623,31.8
970,1.2623,31.8
974,1.1396,22.1
975,0.8941,22.1
976,0.8941,22.1
977,0.6815,20.9
981,2.3403,41.3
982,1.2676,29.7
983,0.6815,20.9
987,2.1330,35.6
988,0.9445,25.2
989,0.9445,25.2
998,0.0000,00.0
999,0.0000,00.0
