diagnosticRelatedGroup,relativeWeight,arithmeticMeanLengthOfStay
458,0.7287,21.8
461,0.7881,21.8
462,0.7287,21.8
463,1.2443,34.8
464,0.9050,28.9
465,0.6071,19.0
466,1.4555,35.0
467,0.9466,25.4
468,0.6071,19.0
469,1.4555,35.0
470,0.6071,19.0
471,0.7287,21.8
472,0.7287,21.8
473,0.7287,21.8
474,1.4555,35.0
475,0.6071,19.0
476,0.6071,19.0
477,1.4555,35.0
478,0.7881,21.8
479,0.7881,21.8
480,1.4555,35.0
481,1.4555,35.0
482,0.5044,18.8
483,1.4555,35.0
485,1.4555,35.0
486,0.7192,24.3
487,0.7192,24.3
488,0.7192,24.3
489,0.7192,24.3
492,0.9466,25.4
493,0.9466,25.4
494,0.5044,18.8
495,0.9466,25.4
496,0.5227,16.9
497,0.5044,18.8
498,1.4555,35.0
499,1.4555,35.0
500,1.2764,35.6
501,0.9466,25.4
502,0.7881,21.8
503,1.4555,35.0
504,0.9466,25.4
505,0.7087,21.2
506,0.5227,16.9
507,0.5227,16.9
508,0.5227,16.9
510,0.6071,19.0
511,0.5227,16.9
512,0.5227,16.9
513,0.5227,16.9
514,0.5227,16.9
515,1.0773,32.1
516,0.5227,16.9
517,0.5227,16.9
518,1.4555,35.0
519,1.4555,35.0
520,0.6518,19.3
521,0.7287,21.8
522,0.5227,16.9
533,0.7087,21.2
534,0.7087,21.2
535,0.5227,16.9
536,0.5227,16.9
537,0.5227,16.9
538,0.5227,16.9
539,0.9663,29.2
540,0.7192,24.3
541,0.7192,24.3
542,0.6071,19.0
543,0.6071,19.0
544,0.5227,16.9
545,0.7087,21.2
546,0.7087,21.2
547,0.5518,18.0
548,0.8030,23.5
549,0.6665,22.0
550,0.5227,16.9
551,1.1733,27.7
552,0.7087,21.2
553,0.6071,19.0
554,0.6071,19.0
555,0.7087,21.2
556,0.5227,16.9
557,0.8136,24.4
558,0.6469,24.4
559,0.7946,24.0
560,0.7103,23.2
561,0.5518,18.0
562,0.5227,16.9
563,0.5044,18.8
564,0.7881,21.8
565,0.7287,21.8
566,0.7087,21.2
570,1.2083,31.3
571,0.8915,27.9
572,0.6071,19.0
573,1.5009,37.4
574,1.4555,35.0
575,1.4555,35.0
576,0.9466,25.4
577,0.8915,27.9
578,0.6071,19.0
579,1.3449,34.8
580,1.0016,28.6
581,0.5227,16.9
582,1.3449,34.8
583,1.0016,28.6
584,0.8915,27.9
585,0.6071,19.0
592,0.8972,25.4
593,0.6570,23.4
594,0.6570,23.4
595,0.7087,21.2
596,0.6071,19.0
597,0.7087,21.2
598,0.7087,21.2
599,0.5227,16.9
600,0.6071,19.0
601,0.5044,18.8
602,0.7315,21.1
603,0.5725,19.6
604,0.9466,25.4
605,0.5227,16.9
606,0.8486,22.7
607,0.6071,19.0
614,0.9466,25.4
615,0.7087,21.2
616,0.9466,25.4
617,0.7087,21.2
618,0.6071,19.0
619,1.2749,33.3
620,0.9078,27.4
621,0.7087,21.2
622,1.2749,33.3
623,0.9078,27.4
624,0.6071,19.0
625,1.4555,35.0
626,1.4555,35.0
627,1.4555,35.0
628,1.4555,35.0
629,1.4555,35.0
630,1.4555,35.0
637,0.9053,26.0
638,0.6323,21.7
639,0.5582,19.5
640,0.8791,23.8
641,0.5582,19.5
642,0.5227,16.9
643,0.6071,19.0
644,0.5227,16.9
645,0.5044,18.8
650,0.0000,00.0
651,0.0000,00.0
652,0.0000,00.0
653,1.4555,35.0
654,1.4555,35.0
655,1.4555,35.0
656,1.4555,35.0
657,1.4555,35.0
658,1.4555,35.0
659,1.4555,35.0
660,1.4555,35.0
661,1.4555,35.0
662,0.5227,16.9
663,0.5227,16.9
664,0.5227,16.9
665,1.4720,32.2
666,1.4555,35.0
667,1.4555,35.0
668,0.5227,16.9
669,0.5227,16.9
670,0.5227,16.9
671,0.5227,16.9
672,0.5227,16.9
673,1.4720,32.2
674,1.4555,35.0
675,1.4555,35.0
682,0.8621,22.2
683,0.5649,18.5
684,0.5649,18.5
686,1.4555,35.0
687,1.4555,35.0
688,1.4555,35.0
689,0.6629,19.7
690,0.4690,16.7
693,1.4555,35.0
694,0.6071,19.0
695,0.9466,25.4
696,0.6987,19.8
697,0.6987,19.8
698,0.8213,22.0
699,0.6987,19.8
700,0.6987,19.8
707,0.9466,25.4
708,0.9466,25.4
709,1.4555,35.0
710,0.5227,16.9
711,0.7087,21.2
712,0.5227,16.9
713,0.9466,25.4
714,0.5227,16.9
715,0.7087,21.2
716,0.5227,16.9
717,0.9466,25.4
718,0.5227,16.9
722,1.4555,35.0
723,0.7087,21.2
724,0.7087,21.2
725,0.6071,19.0
726,0.6071,19.0
727,0.8663,24.7
728,0.7087,21.2
729,0.6071,19.0
730,0.6071,19.0
734,1.4555,35.0
735,1.4555,35.0
736,1.4555,35.0
737,1.4555,35.0
738,1.4555,35.0
739,1.4555,35.0
740,1.4555,35.0
741,1.4555,35.0
742,1.4555,35.0
743,1.4555,35.0
744,0.6071,19.0
745,0.6071,19.0
746,0.6071,19.0
747,0.6071,19.0
748,1.4555,35.0
749,1.4555,35.0
750,0.6071,19.0
754,0.9466,25.4
755,0.5227,16.9
756,0.5227,16.9
757,0.8827,24.2
758,0.8827,24.2
759,0.6071,19.0
760,0.8827,24.2
761,0.8827,24.2
768,0.6071,19.0
769,0.6071,19.0
770,0.6071,19.0
776,0.5227,16.9
779,0.5227,16.9
783,1.4555,35.0
784,0.6071,19.0
785,0.6071,19.0
786,1.4555,35.0
787,0.6071,19.0
788,0.6071,19.0
789,0.8827,24.2
790,0.8827,24.2
791,0.8827,24.2
792,0.8827,24.2
793,0.8827,24.2
794,0.8827,24.2
795,0.5649,18.5
796,0.6071,19.0
797,0.6071,19.0
798,0.6071,19.0
799,1.4048,31.9
800,0.9466,25.4
801,0.9466,25.4
802,1.4555,35.0
803,0.9466,25.4
804,0.9466,25.4
805,0.8827,24.2
806,0.8827,24.2
807,0.6071,19.0
808,0.9466,25.4
809,0.7087,21.2
810,0.7087,21.2
811,0.8843,24.4
812,0.7087,21.2
813,0.9466,25.4
814,0.7087,21.2
815,0.6071,19.0
816,0.6071,19.0
817,1.4555,35.0
818,0.6071,19.0
819,0.6071,19.0
820,1.4555,35.0
821,1.4555,35.0
822,1.2010,32.8
823,1.4555,35.0
824,1.4555,35.0
825,1.2216,30.7
826,1.4555,35.0
827,1.4555,35.0
828,1.2216,30.7
829,1.4555,35.0
830,1.2216,30.7
831,0.8827,24.2
832,0.8827,24.2
833,0.6071,19.0
834,0.7087,21.2
835,0.5227,16.9
836,0.5227,16.9
837,0.7087,21.2
838,0.5227,16.9
839,0.5227,16.9
840,0.9466,25.4
841,0.6071,19.0
842,0.6071,19.0
843,0.9466,25.4
844,0.6071,19.0
845,0.6071,19.0
846,0.9466,25.4
847,0.6071,19.0
848,0.6071,19.0
849,0.7087,21.2
850,1.4555,35.0
853,1.4683,33.4
854,1.4555,35.0
855,1.4555,35.0
856,1.2216,30.7
857,1.2216,30.7
858,0.6071,19.0
862,0.8874,25.1
863,0.7017,22.0
864,0.7087,21.2
865,1.4555,35.0
866,0.5227,16.9
867,1.0252,22.4
868,0.7087,21.2
869,0.7087,21.2
870,2.1000,30.6
871,0.8252,21.6
872,0.5519,18.4
876,0.0000,00.0
880,0.0000,00.0
881,0.0000,00.0
882,0.0000,00.0
883,0.0000,00.0
884,0.0000,00.0
885,0.0000,00.0
886,0.0000,00.0
887,0.0000,00.0
894,0.0000,00.0
895,0.0000,00.0
896,0.0000,00.0
897,0.0000,00.0
901,1.1955,29.9
902,0.9466,25.4
903,0.6071,19.0
904,1.4555,35.0
905,0.7087,21.2
906,1.2010,32.8
907,1.2010,32.8
908,1.2010,32.8
909,0.6071,19.0
913,0.5227,16.9
914,0.5227,16.9
915,0.5227,16.9
916,0.5227,16.9
917,0.6071,19.0
918,0.6071,19.0
919,0.9901,27.6
920,0.6982,23.6
921,0.6982,23.6
922,0.5227,16.9
923,0.5227,16.9
927,1.4555,35.0
928,1.4555,35.0
929,0.7087,21.2
933,0.5227,16.9
934,0.6071,19.0
935,0.9466,25.4
939,1.1493,31.6
940,1.0065,33.5
941,1.0065,33.5
945,0.0000,00.0
946,0.0000,00.0
947,0.6071,19.0
948,0.5227,16.9
949,0.7164,22.2
950,0.6071,19.0
951,0.6071,19.0
955,1.2010,32.8
956,1.2010,32.8
957,1.2010,32.8
958,1.2010,32.8
959,0.6071,19.0
963,0.6071,19.0
964,0.6071,19.0
965,0.6071,19.0
969,1.4555,35.0
970,1.4555,35.0
974,1.0239,21.8
975,0.5227,16.9
976,0.5227,16.9
977,0.5227,16.9
981,2.2187,40.0
982,1.2463,30.2
983,0.5227,16.9
987,2.0787,37.3
988,1.4555,35.0
989,1.4555,35.0
998,0.0000,00.0
999,0.0000,00.0
