diagnosticRelatedGroup,effectiveDate,weight,geometricMeanLengthOfStay,lowVolumeDrg,arithmeticMeanLengthOfStay,postAcuteCare,specialPaymentPostAcuteCare,description
869,2025-10-01,0.7297,2.4,,3.0,Y,,OTHER INFECTIOUS AND PARAS
870,2025-10-01,6.9118,12.7,,15.2,Y,,SEPTICEMIA OR SEVERE SEPSI
871,2025-10-01,1.9425,4.8,,6.4,Y,,SEPTICEMIA OR SEVERE SEPSI
872,2025-10-01,1.0233,3.4,,4.2,Y,,SEPTICEMIA OR SEVERE SEPSI
876,2025-10-01,3.8649,7.3,,19.3,,,O.R. PROCEDURES WITH PRINC
880,2025-10-01,0.9602,2.8,,4.2,,,ACUTE ADJUSTMENT REACTION
881,2025-10-01,0.9409,4.1,,6.2,,,DEPRESSIVE NEUROSES
882,2025-10-01,1.0738,3.4,,5.9,,,NEUROSES EXCEPT DEPRESSIVE
883,2025-10-01,1.9663,5.8,,11.3,,,DISORDERS OF PERSONALITY A
884,2025-10-01,1.6089,4.6,,7.8,Y,,ORGANIC DISTURBANCES AND I
885,2025-10-01,1.3968,6.5,,9.8,,,PSYCHOSES
886,2025-10-01,2.0753,5.9,,14.9,,,BEHAVIORAL AND DEVELOPMENT
887,2025-10-01,1.0709,3.1,,4.9,,,OTHER MENTAL DISORDER DIAG
894,2025-10-01,0.6169,2.0,,2.9,,,"ALCOHOL, DRUG ABUSE OR DEP"
895,2025-10-01,1.4156,7.2,,10.3,,,"ALCOHOL, DRUG ABUSE OR DEP"
896,2025-10-01,1.7451,4.8,,7.0,Y,,"ALCOHOL, DRUG ABUSE OR DEP"
897,2025-10-01,0.8828,3.3,,4.3,Y,,"ALCOHOL, DRUG ABUSE OR DEP"
901,2025-10-01,4.1966,8.4,,12.5,,,WOUND DEBRIDEMENTS FOR INJ
902,2025-10-01,1.9145,4.7,,6.5,,,WOUND DEBRIDEMENTS FOR INJ
903,2025-10-01,1.1696,2.6,,3.3,,,WOUND DEBRIDEMENTS FOR INJ
904,2025-10-01,3.6731,6.6,,10.2,,,SKIN GRAFTS FOR INJURIES W
905,2025-10-01,1.4834,3.0,,4.0,,,SKIN GRAFTS FOR INJURIES W
906,2025-10-01,1.9643,2.8,,4.4,,,HAND PROCEDURES FOR INJURI
907,2025-10-01,3.8393,6.8,,9.4,Y,,OTHER O.R. PROCEDURES FOR
908,2025-10-01,1.9952,3.6,,4.8,Y,,OTHER O.R. PROCEDURES FOR
909,2025-10-01,1.3127,2.2,,2.7,Y,,OTHER O.R. PROCEDURES FOR
913,2025-10-01,1.6346,3.9,,5.5,,,TRAUMATIC INJURY WITH MCC
914,2025-10-01,0.8855,2.5,,3.1,,,TRAUMATIC INJURY WITHOUT M
915,2025-10-01,1.6816,3.5,,4.8,,,ALLERGIC REACTIONS WITH MC
916,2025-10-01,0.6663,1.8,,2.2,,,ALLERGIC REACTIONS WITHOUT
917,2025-10-01,1.5684,3.7,,5.4,Y,,POISONING AND TOXIC EFFECT
918,2025-10-01,0.8571,2.4,,3.4,Y,,POISONING AND TOXIC EFFECT
919,2025-10-01,1.8308,4.3,,6.0,,,COMPLICATIONS OF TREATMENT
920,2025-10-01,1.0023,2.8,,3.7,,,COMPLICATIONS OF TREATMENT
921,2025-10-01,0.6884,2.1,,2.5,,,COMPLICATIONS OF TREATMENT
922,2025-10-01,1.7494,4.2,,7.4,,,"OTHER INJURY, POISONING AN"
923,2025-10-01,1.0177,2.8,,4.4,,,"OTHER INJURY, POISONING AN"
927,2025-10-01,21.3505,24.0,,32.1,,,EXTENSIVE BURNS OR FULL TH
928,2025-10-01,7.1727,12.4,,17.4,,,FULL THICKNESS BURN WITH S
929,2025-10-01,3.2208,6.1,,8.0,,,FULL THICKNESS BURN WITH S
933,2025-10-01,3.8942,3.0,,6.7,,,EXTENSIVE BURNS OR FULL TH
934,2025-10-01,2.2106,4.9,,7.4,,,FULL THICKNESS BURN WITHOU
935,2025-10-01,2.0600,3.9,,5.9,,,NON-EXTENSIVE BURNS
939,2025-10-01,3.6285,6.3,,10.5,,,O.R. PROCEDURES WITH DIAGN
940,2025-10-01,2.3369,3.1,,4.5,,,O.R. PROCEDURES WITH DIAGN
941,2025-10-01,2.0277,1.9,,2.4,,,O.R. PROCEDURES WITH DIAGN
945,2025-10-01,1.5486,5.6,,7.6,Y,,REHABILITATION WITH CC/MCC
946,2025-10-01,1.1468,4.4,,5.9,Y,,REHABILITATION WITHOUT CC/
947,2025-10-01,1.2694,3.7,,5.2,Y,,SIGNS AND SYMPTOMS WITH MC
948,2025-10-01,0.8005,2.6,,3.4,Y,,SIGNS AND SYMPTOMS WITHOUT
949,2025-10-01,1.1897,4.3,,6.7,,,AFTERCARE WITH CC/MCC
950,2025-10-01,0.6277,3.2,,4.3,,,AFTERCARE WITHOUT CC/MCC
951,2025-10-01,0.5560,1.8,,2.6,,,OTHER FACTORS INFLUENCING
955,2025-10-01,6.7311,8.7,,12.8,,,CRANIOTOMY FOR MULTIPLE SI
956,2025-10-01,3.7630,5.9,,7.3,Y,,"LIMB REATTACHMENT, HIP AND"
957,2025-10-01,7.6199,10.1,,13.9,,,OTHER O.R. PROCEDURES FOR
958,2025-10-01,4.2139,6.5,,8.1,,,OTHER O.R. PROCEDURES FOR
959,2025-10-01,2.9441,3.8,,4.6,,,OTHER O.R. PROCEDURES FOR
963,2025-10-01,2.7338,5.5,,8.0,,,OTHER MULTIPLE SIGNIFICANT
964,2025-10-01,1.5326,3.9,,4.9,,,OTHER MULTIPLE SIGNIFICANT
965,2025-10-01,0.9405,2.5,,3.0,,,OTHER MULTIPLE SIGNIFICANT
969,2025-10-01,6.1213,11.7,,15.9,,,HIV WITH EXTENSIVE O.R. PR
970,2025-10-01,2.6374,7.5,,9.4,,,HIV WITH EXTENSIVE O.R. PR
974,2025-10-01,2.8860,6.6,,9.4,,,HIV WITH MAJOR RELATED CON
975,2025-10-01,1.2950,3.9,,5.1,,,HIV WITH MAJOR RELATED CON
976,2025-10-01,0.9027,3.0,,3.8,,,HIV WITH MAJOR RELATED CON
977,2025-10-01,1.2977,3.6,,5.1,,,HIV WITH OR WITHOUT OTHER
981,2025-10-01,4.6918,8.4,,11.8,Y,,EXTENSIVE O.R. PROCEDURES
982,2025-10-01,2.4585,4.0,,5.6,Y,,EXTENSIVE O.R. PROCEDURES
983,2025-10-01,1.7140,2.0,,2.6,Y,,EXTENSIVE O.R. PROCEDURES
987,2025-10-01,3.4284,7.8,,11.1,Y,Y,NON-EXTENSIVE O.R. PROCEDU
988,2025-10-01,1.6436,4.0,,5.5,Y,Y,NON-EXTENSIVE O.R. PROCEDU
989,2025-10-01,1.1992,2.3,,3.0,Y,Y,NON-EXTENSIVE O.R. PROCEDU
998,2025-10-01,0.0000,0.0,,0.0,,,PRINCIPAL DIAGNOSIS INVALI
999,2025-10-01,0.0000,0.0,,0.0,,,UNGROUPABLE
