diagnosticRelatedGroup,relativeWeight,arithmeticMeanLengthOfStay
253,0.7922,21.8
254,0.7922,21.8
255,1.5478,33.6
256,0.7922,21.8
257,0.7922,21.8
258,1.5478,33.6
259,1.5478,33.6
260,1.5478,33.6
261,0.7922,21.8
262,0.7922,21.8
263,0.6064,18.6
264,1.3001,32.2
265,0.7922,21.8
266,0.7922,21.8
267,0.7922,21.8
268,1.3511,28.6
269,1.3511,28.6
270,1.5478,33.6
271,0.7922,21.8
272,0.7922,21.8
273,1.5478,33.6
274,1.5478,33.6
280,0.7842,21.8
281,0.6149,18.8
282,0.4808,15.8
283,0.7922,21.8
284,0.7922,21.8
285,0.7922,21.8
286,1.5478,33.6
287,1.5478,33.6
288,1.0843,26.0
289,0.8629,27.0
290,0.8629,27.0
291,0.7964,20.0
292,0.6008,18.8
293,0.4808,15.8
294,0.6252,20.0
295,0.6064,18.6
296,0.4808,15.8
297,0.4808,15.8
298,0.4808,15.8
299,0.8239,22.1
300,0.6252,20.0
301,0.6064,18.6
302,0.7560,19.7
303,0.6064,18.6
304,0.7922,21.8
305,0.6064,18.6
306,0.7444,19.8
307,0.7444,19.8
308,0.7783,20.7
309,0.6064,18.6
310,0.4808,15.8
311,0.4808,15.8
312,0.7922,21.8
313,0.4808,15.8
314,1.0363,24.2
315,0.7577,21.3
316,0.6064,18.6
319,0.7922,21.8
320,0.7922,21.8
326,1.5478,33.6
327,0.4808,15.8
328,0.4808,15.8
329,1.5478,33.6
330,1.5478,33.6
331,0.4808,15.8
332,1.5478,33.6
333,0.6291,18.7
334,0.4808,15.8
335,0.9331,23.1
336,0.6291,18.7
337,0.4808,15.8
338,0.9331,23.1
339,0.6291,18.7
340,0.4808,15.8
341,0.6064,18.6
342,0.6064,18.6
343,0.6064,18.6
344,1.0554,26.2
345,0.6291,18.7
346,0.4808,15.8
347,1.5478,33.6
348,0.6291,18.7
349,0.4808,15.8
350,0.9331,23.1
351,0.6291,18.7
352,0.4808,15.8
353,1.5478,33.6
354,0.6291,18.7
355,0.4808,15.8
356,1.4825,34.0
357,1.0554,26.2
358,1.0554,26.2
368,1.0554,26.2
369,1.0554,26.2
370,1.0554,26.2
371,0.9331,23.1
372,0.6291,18.7
373,0.4808,15.8
374,0.8291,23.8
375,0.8291,23.8
376,0.8291,23.8
377,0.8018,20.9
378,0.7922,21.8
379,0.4808,15.8
380,1.0265,26.4
381,0.7922,21.8
382,0.7922,21.8
383,1.0554,26.2
384,0.4808,15.8
385,1.5478,33.6
386,0.6064,18.6
387,0.6064,18.6
388,0.9392,23.4
389,0.6453,18.7
390,0.6453,18.7
391,0.9991,24.6
392,0.6165,17.6
393,1.0913,26.2
394,0.7920,22.6
395,0.7920,22.6
405,1.0554,26.2
406,0.7922,21.8
407,0.4808,15.8
408,0.8018,20.9
409,0.7922,21.8
410,0.4808,15.8
411,0.8018,20.9
412,0.7922,21.8
413,0.4808,15.8
414,1.5478,33.6
415,0.6064,18.6
416,0.6064,18.6
417,1.0554,26.2
418,0.6064,18.6
419,0.6064,18.6
420,0.6064,18.6
421,0.6064,18.6
422,0.6064,18.6
423,1.0554,26.2
424,1.0554,26.2
425,0.6064,18.6
432,0.8497,21.6
433,0.6064,18.6
434,0.6064,18.6
435,1.0554,26.2
436,0.4808,15.8
437,0.4808,15.8
438,0.9251,20.9
439,0.8336,22.0
440,0.4808,15.8
441,0.8400,20.6
442,0.6064,18.6
443,0.6064,18.6
444,0.8779,23.0
445,0.7922,21.8
446,0.7922,21.8
453,0.9364,23.8
454,0.7210,22.6
455,0.4808,15.8
456,0.9364,23.8
457,0.7210,22.6
458,0.4808,15.8
459,0.9364,23.8
460,0.7210,22.6
461,0.9364,23.8
462,0.7210,22.6
463,1.4780,36.7
464,1.1074,32.5
465,0.7922,21.8
466,1.7458,40.4
467,0.7922,21.8
468,0.7922,21.8
469,1.7458,40.4
470,0.7922,21.8
471,1.5478,33.6
472,0.7210,22.6
473,0.4808,15.8
474,1.7458,40.4
475,0.7922,21.8
476,0.7922,21.8
477,1.5478,33.6
478,1.5478,33.6
479,1.5478,33.6
480,1.0554,26.2
481,1.0554,26.2
482,1.0554,26.2
483,0.4808,15.8
485,1.5478,33.6
486,1.5478,33.6
487,1.5478,33.6
488,0.6064,18.6
489,0.6064,18.6
492,0.6064,18.6
493,0.6064,18.6
494,0.6064,18.6
495,1.0554,26.2
496,0.7922,21.8
497,0.7922,21.8
498,1.0554,26.2
499,1.0554,26.2
500,1.3572,32.7
501,1.0554,26.2
502,1.0554,26.2
503,1.5478,33.6
504,0.7922,21.8
505,0.7922,21.8
506,0.4808,15.8
507,0.7922,21.8
508,0.4808,15.8
509,0.4808,15.8
510,1.0554,26.2
511,0.7922,21.8
512,0.4808,15.8
513,1.0554,26.2
514,1.0554,26.2
515,1.5842,35.6
516,1.5842,35.6
517,1.5842,35.6
518,1.5478,33.6
519,0.7210,22.6
520,0.4808,15.8
533,1.0554,26.2
534,1.0554,26.2
535,0.6064,18.6
536,0.4808,15.8
537,0.6064,18.6
538,0.4808,15.8
539,1.0627,28.5
540,0.8771,26.4
541,0.8771,26.4
542,0.7922,21.8
543,0.7922,21.8
544,0.7922,21.8
545,1.4055,28.0
546,1.0554,26.2
547,1.0554,26.2
548,1.1103,28.8
549,0.6247,21.6
550,0.4808,15.8
551,1.0968,28.7
552,0.7922,21.8
553,0.7922,21.8
554,0.7922,21.8
555,0.7922,21.8
556,0.6064,18.6
557,1.0665,26.8
558,0.7162,22.3
559,0.9313,25.2
560,0.8125,24.4
561,0.4808,15.8
562,0.7922,21.8
563,0.7922,21.8
564,0.9364,23.8
565,0.7210,22.6
566,0.4808,15.8
570,1.2916,32.6
571,1.0104,28.7
572,1.0104,28.7
573,1.6346,42.5
574,1.5478,33.6
575,1.0554,26.2
576,1.5478,33.6
577,0.6064,18.6
578,0.6064,18.6
579,1.5422,35.1
580,1.1137,32.6
581,1.1137,32.6
582,1.0104,28.7
583,1.0104,28.7
584,1.0104,28.7
585,1.0104,28.7
592,0.9629,25.3
593,0.7183,23.4
594,0.7183,23.4
595,0.7922,21.8
596,0.4808,15.8
597,0.7922,21.8
598,0.4808,15.8
599,0.4808,15.8
600,0.7922,21.8
601,0.4808,15.8
602,0.8238,22.7
603,0.5678,18.0
604,0.9019,25.6
605,0.6064,18.6
606,0.9652,23.4
607,0.6064,18.6
614,0.6064,18.6
615,0.4808,15.8
616,1.3567,34.7
617,1.2998,30.6
618,0.7922,21.8
619,1.5478,33.6
620,1.0554,26.2
621,1.0554,26.2
622,1.3112,34.2
623,1.1241,29.8
624,0.6064,18.6
625,1.4640,33.5
626,1.0554,26.2
627,0.7920,22.6
628,1.4640,33.5
629,1.0554,26.2
630,0.7920,22.6
637,1.0019,24.5
638,0.8028,23.3
639,0.4808,15.8
640,0.9069,22.9
641,0.6217,18.6
642,1.5478,33.6
643,0.6064,18.6
644,0.6064,18.6
645,0.4808,15.8
653,0.7922,21.8
654,0.7922,21.8
655,0.7922,21.8
656,1.0554,26.2
657,1.0554,26.2
658,1.0554,26.2
659,1.0554,26.2
660,0.7922,21.8
661,0.7922,21.8
662,1.0554,26.2
663,0.6064,18.6
664,0.4808,15.8
665,0.6064,18.6
666,0.6064,18.6
667,0.6064,18.6
668,0.7922,21.8
669,0.7922,21.8
670,0.7922,21.8
671,0.7327,20.9
672,0.7327,20.9
673,1.4304,31.1
674,1.0554,26.2
675,0.7327,20.9
682,0.9511,22.9
683,0.7327,20.9
684,0.7327,20.9
686,1.0554,26.2
687,1.0554,26.2
688,0.6045,18.4
689,0.7217,20.8
690,0.5259,16.6
693,0.7922,21.8
694,0.4808,15.8
695,1.0554,26.2
696,1.0554,26.2
697,0.9618,23.0
698,0.9618,23.0
699,0.6045,18.4
700,0.4808,15.8
707,1.0554,26.2
708,1.0554,26.2
709,1.5478,33.6
710,0.6045,18.4
711,1.5478,33.6
712,0.7327,20.9
713,1.5478,33.6
714,1.5478,33.6
715,0.7327,20.9
716,0.7327,20.9
717,1.0554,26.2
718,0.7327,20.9
722,0.4808,15.8
723,0.4808,15.8
724,0.4808,15.8
725,0.4808,15.8
726,0.4808,15.8
727,0.8670,23.9
728,0.6401,20.3
729,0.7922,21.8
730,0.7922,21.8
734,0.7922,21.8
735,0.7922,21.8
736,0.7922,21.8
737,0.7922,21.8
738,0.7922,21.8
739,1.4640,33.5
740,1.0554,26.2
741,0.4808,15.8
742,0.7922,21.8
743,0.7922,21.8
744,0.7922,21.8
745,0.7922,21.8
746,0.7922,21.8
747,0.7922,21.8
748,0.7922,21.8
749,0.7922,21.8
750,0.7922,21.8
754,0.7922,21.8
755,0.7922,21.8
756,0.7922,21.8
757,0.8908,24.7
758,0.6064,18.6
759,0.6064,18.6
760,1.5478,33.6
761,0.7327,20.9
768,0.6064,18.6
769,0.6064,18.6
770,0.6064,18.6
776,1.5478,33.6
779,0.6064,18.6
783,1.0554,26.2
784,1.0554,26.2
785,1.0554,26.2
786,1.0554,26.2
787,1.0554,26.2
788,1.0554,26.2
789,0.6064,18.6
790,0.6064,18.6
791,0.6064,18.6
792,0.6064,18.6
793,0.6064,18.6
794,0.6064,18.6
795,0.6064,18.6
796,0.6064,18.6
797,0.6064,18.6
798,0.6064,18.6
799,1.4825,34.0
800,1.0554,26.2
801,1.0554,26.2
802,0.6064,18.6
803,0.6064,18.6
804,0.6064,18.6
805,0.7922,21.8
806,0.7922,21.8
807,0.7922,21.8
808,0.7922,21.8
809,0.7922,21.8
810,0.7922,21.8
811,1.5478,33.6
812,0.6064,18.6
813,1.0554,26.2
814,0.7922,21.8
815,0.6064,18.6
816,0.6064,18.6
817,0.6064,18.6
818,0.6064,18.6
819,0.6064,18.6
820,0.6064,18.6
821,0.6064,18.6
822,0.6064,18.6
823,0.7922,21.8
824,0.7922,21.8
825,0.7922,21.8
826,0.6064,18.6
827,0.6064,18.6
828,0.6064,18.6
829,0.6064,18.6
830,0.6064,18.6
831,0.6064,18.6
832,0.6064,18.6
833,0.6064,18.6
834,0.6064,18.6
835,0.6064,18.6
836,0.6064,18.6
837,0.4808,15.8
838,0.4808,15.8
839,0.4808,15.8
840,0.8798,21.4
841,0.4808,15.8
842,0.4808,15.8
843,1.0554,26.2
844,0.4808,15.8
845,0.4808,15.8
846,1.0554,26.2
847,0.4808,15.8
848,0.4808,15.8
849,1.5478,33.6
853,1.8541,37.7
854,0.8897,24.4
855,0.8897,24.4
856,1.6181,35.1
857,1.0915,31.4
858,1.0915,31.4
862,1.0778,25.7
863,0.7705,22.2
864,1.5478,33.6
865,0.7922,21.8
866,0.7922,21.8
867,0.9878,22.7
868,0.9878,22.7
869,0.9878,22.7
870,1.9648,29.9
871,0.9217,22.7
872,0.6144,19.0
876,0.7881,22.9
880,0.4959,17.7
881,0.6214,20.3
882,0.6214,20.3
883,0.6214,20.3
884,0.5152,24.5
885,0.4901,23.1
886,0.4959,17.7
887,0.4959,17.7
894,0.4959,17.7
895,0.4670,25.4
896,0.7881,22.9
897,0.6214,20.3
901,1.4295,34.0
902,1.1393,31.3
903,1.1393,31.3
904,1.0554,26.2
905,1.0554,26.2
906,1.7350,38.4
907,1.7350,38.4
908,0.7922,21.8
909,0.7922,21.8
913,0.4808,15.8
914,0.4808,15.8
915,0.4808,15.8
916,0.4808,15.8
917,1.0554,26.2
918,0.4808,15.8
919,1.1584,27.5
920,0.8294,22.7
921,0.7922,21.8
922,1.0554,26.2
923,0.6064,18.6
927,0.7922,21.8
928,0.7922,21.8
929,0.7922,21.8
933,1.0554,26.2
934,0.6064,18.6
935,0.7922,21.8
939,1.2375,30.5
940,1.1605,30.0
941,0.6064,18.6
945,0.6621,20.5
946,0.4063,16.3
947,0.7714,20.5
948,0.6064,18.6
949,0.7192,21.0
950,0.3750,14.2
951,1.5478,33.6
955,0.7922,21.8
956,0.4808,15.8
957,1.5478,33.6
958,1.0554,26.2
959,0.7922,21.8
963,1.0554,26.2
964,0.7922,21.8
965,0.6064,18.6
969,1.5478,33.6
970,1.5478,33.6
974,0.9929,22.5
975,0.9929,22.5
976,0.6064,18.6
977,1.5478,33.6
981,2.2324,40.4
982,1.3500,30.1
983,0.7900,21.8
987,2.1200,36.9
988,1.4800,27.7
989,0.4800,15.8
